Dairy Name,Dairy Address,Milk Cows,Dry Cows,Bred Heifers,Heifers,Calves (4-6 mo.),Calves (0-3 mo.),Total Herd Size,Total Manure Excreted (tons),Total Dry Manure Generated N (lbs),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Average Milk Production (lb per cow per day),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Remove Ratio N,Applied to Remove Ratio P,Applied to Remove Ratio K,Applied to Remove Ratio Salt,Total Exports N (lbs),Total Exports P (lbs),Total Exports K (lbs),Total Exports Salt (lbs),Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Unaccounted-for N (lbs),Unaccounted-for P (lbs),Unaccounted-for K (lbs),Unaccounted-for Salt (lbs),Average Milk Production (kg per cow),Average Milk Production (L per cow),Total Annual Milk Production (L),Total Process Wastewater Generated (L),Ratio of Wastewater to Milk (L/L),USDA Nitrogen from Manure (lbs),Ratio of USDA N to Reported N,UCCE Nitrogen from Manure (lbs),Ratio of UCCE N to Reported N,Manure Conversion Factor (tons per cow per year)
Verissimo Dairy Facility,6125 S Central RD Turlock Stanislaus 95380,0,29,101,0,0,0,130,1450.3,14918.16,10442.71,2327.03,1.0,6686.82,0.0,0.0,0.0,0.0,0.0,1.0,11557.73,4445.28,13558.1,0.0,0.0,0.0,0.0,0.0,1.22,1.68,0.57,0.19,0.0,0.0,0.0,0.0,11557.73,4445.28,13558.1,0.0,-1115.0200000000004,-2118.2499999999995,-13557.1,6686.82,0.453592,0.440437832,4662.034451719999,0.0,,18737.876,1.2560447132890384,24072.19512195122,1.6136169019471047,21.990495562130175
Lorinda / Machado / Azevedo Farms,619 S. Vincent Road Turlock Stanislaus 95380,92,16,35,31,20,17,211,3373.97,41760.83,29232.58,6769.24,17545.9,47126.16,12523500.0,30107.77,4041.83,76645.83,345051.9,68.0,0.0,0.0,0.0,0.0,30107.77,4041.83,76645.83,345051.9,1.26,0.97,2.44,3.94,28530.07,14025.62,61050.37,0.0,30107.77,4041.83,76645.83,345051.9,702.5100000000057,-7256.380000000001,-43504.469999999994,47126.16000000003,30.844256,29.949772576,1180620.0349459199,47406582.135000005,40.15397056782247,43591.6924,1.0438416190482804,49880.365853658535,1.1944294654502445,23.159680227691275
AJ Borba Holsteins,6275 Mitchell RD Hilmar Merced 95324,1410,322,523,652,210,218,3335,54426.36,675529.3,472870.51,110122.98,274483.44,739964.16,30946500.0,125747.09,16089.21,188611.89,1031953.88,74.0,75044.88,6760.8,6760.8,0.0,125747.09,16089.21,188611.89,1031953.88,1.13,0.76,0.83,4.73,0.0,0.0,0.0,0.0,200791.97,22850.01,195372.69,1031953.88,397825.63,103362.18000000001,267722.64,739964.16,33.565808,32.592399568,20604263.158898238,117145190.565,5.68548312849563,703188.5712,1.040944591448513,808136.7073170731,1.1963014887985954,23.475186046266977
Arlinda Holsteins,6325 West main ST Turlock Stanislaus 95380,320,20,160,160,110,225,995,13113.99,165293.11,115705.18,26245.86,64191.46,155696.4,4626953.0,27368.66,1583.16,41136.38,192372.12,83.0,18749.23,5332.34,29918.84,387077.7,27368.66,1583.16,41136.38,192372.12,1.29,1.14,1.52,3.36,51142.61,15754.58,82149.45,1194548.08,46117.89,6915.5,71055.22,579449.8200000001,45813.34,5158.9400000000005,-47876.83,-1425929.3800000001,37.648136,36.556340056,4536641.8009496005,17514914.15573,3.86076638276,169432.7508,1.0250442429209543,181743.29268292684,1.0995212848431908,22.624598779718067
PH Ranch,6335 W Oakdale RD Winton Merced 95388,2300,230,1400,1200,450,450,6030,99174.16,1197582.76,838307.93,197901.92,479558.99,1138955.4,122164200.0,235557.91,46400.89,229255.67,1467638.82,95.0,0.0,0.0,0.0,0.0,235557.91,46400.89,229255.67,1467638.82,1.86,0.91,0.82,0.74,0.0,0.0,0.0,0.0,235557.91,46400.89,229255.67,1467638.82,838307.93,197901.91999999998,479558.99,1138955.3999999997,43.09124,41.84159404,38638620.016238,462441584.322,11.96837734183202,1281330.1472,1.069930354708847,1310706.0975609757,1.0944597244878305,26.02663099276707
Ahlem Farms Vista,6401 Taylor RD Denair Stanislaus 95316,2500,343,920,760,305,0,4828,80375.98,1021313.47,714919.43,168169.41,455379.77,1259438.94,30492000.0,118992.46,9463.32,170001.67,1593782.18,55.0,69060.95,13852.07,25634.74,2398402.19,118992.46,9463.32,170001.67,1593782.18,1.2,1.33,1.18,5.11,0.0,0.0,0.0,0.0,188053.41,23315.39,195636.41,3992184.37,645858.48,154317.34000000003,429745.03,-1138963.25,24.94756,24.22408076,25137207.4842482,115424721.72,4.591787762913956,1038457.6616,1.0167864148506727,1275612.6829268294,1.2489923225303485,22.519203351145975
Tony & Fatima Garcia Dairy,6455 California AVE Modesto Stanislaus 95358,630,150,300,150,200,70,1500,23662.09,305668.72,213968.1,49498.94,125131.8,332035.2,5790000.0,37276.11,3782.34,44788.87,282269.63,80.0,24770.56,4317.8,9067.39,1752119.09,37276.11,3782.34,44788.87,282269.63,1.2,0.55,0.62,2.13,41701.87,7269.13,15265.18,2949738.06,62046.67,8100.14,53856.26,2034388.7200000002,147495.67000000004,37912.01,100799.23000000001,-4369821.95,36.28736,35.23502656,10031412.061632,21917523.900000002,2.184889202570975,305714.2028,1.0001487976918282,356809.756097561,1.1673086997503737,22.677552360916316
J & J De Raadt Dairy,6460 Smith RD Oakdale Stanislaus 95361,553,81,400,320,140,0,1494,23185.09,279037.76,195326.43,46012.32,107287.7,279770.4,12975000.0,46451.07,4720.01,100097.94,664889.54,73.0,17291.1,3006.31,21022.62,163091.24,46451.07,4720.01,100097.94,664889.54,1.13,0.9,1.42,2.77,19314.72,3150.58,10281.6,103550.4,63742.17,7726.32,121120.56,827980.78,158720.61000000002,39855.43,75983.48000000001,13128.760000000038,33.112216,32.151961736,7440285.465327759,49115694.75,6.601318589035664,299551.3628,1.0735155084387145,333788.04878048785,1.1962110388948357,24.440496991823927
Twin Star Dairy,6480 W Bailey AVE Atwater Merced 95301,820,108,301,294,176,218,1917,28330.11,359720.85,251804.6,57983.8,152065.65,412057.44,24399198.0,301344.73,89996.2,137437.63,509028.27,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301344.73,89996.2,137437.63,509028.27,0.0,0.0,0.0,0.0,251804.59999999998,57983.8,152065.65000000002,412057.43999999994,27.215519999999998,26.426269919999996,8951106.147302398,92360968.10118,10.318385971661714,366025.0212,1.0175251759802082,435712.0731707317,1.211250538217987,21.964232551103375
Tony Morris Dairy,6506 Vivian RD Modesto Stanislaus 95358,1700,350,420,460,400,420,3750,58393.63,735358.53,514750.97,117574.46,315258.05,883341.0,72720000.0,243829.88,27186.41,301819.46,3029595.5,60.0,96650.88,30448.51,71495.28,2591917.84,243829.88,27186.41,301819.46,3029595.5,0.98,1.0,0.85,4.11,10543.46,4347.46,10474.99,405306.88,340480.76,57634.92,373314.74,5621513.34,407556.62999999995,82778.48999999999,233287.78000000003,-2113883.7199999997,27.215519999999998,26.426269919999996,19773456.467639998,275275015.2,13.921441385348984,754445.6995999999,1.0259562768653814,902262.1951219513,1.2269691018909528,21.854302418986762
Double G Dairy,6555 Blue Gum AVE Modesto Stanislaus 95358,1000,100,675,225,0,0,2000,36872.07,446397.61,312478.33,74974.26,194669.11,495198.0,15945000.0,88270.66,6467.34,119342.85,742202.63,74.0,0.0,0.0,0.0,0.0,74829.36,5838.11,106462.84,659486.99,1.23,0.55,1.31,2.25,201823.72,74788.6,257460.33,5194128.76,74829.36,5838.11,106462.84,659486.99,124095.91,814.8899999999849,-49911.21000000002,-4616215.12,33.565808,32.592399568,13085848.426552,60358362.45,4.612491332814855,476387.1444,1.067181216315204,521682.9268292683,1.1686508062381165,25.79786467576792
Carlos C. Lourenco Dairy,6557 Oak AVE Merced Merced 95340,1100,138,310,280,230,0,2058,37069.36,463112.44,324178.71,76295.0,211237.3,551174.04,33336000.0,80437.46,11933.1,105003.82,833797.68,70.0,139714.48,46090.01,154428.34,0.0,80437.46,11933.1,105003.82,833797.68,0.68,1.21,0.66,1.17,0.0,0.0,0.0,0.0,220151.94,58023.11,259432.16,833797.68,184464.23000000004,30204.990000000005,56808.95999999999,551174.0400000002,31.75144,30.83064824,13931445.0202088,126190427.76,9.057956843453752,478936.1312,1.0341681411106123,540894.3902439025,1.1679547848982472,24.10231469440832
Dewit Dairy,6610 E Collier RD Acampo San Joaquin 95220,1400,120,375,295,210,200,2600,46754.48,588314.78,411820.35,96861.17,273459.07,688665.6,34705000.0,119753.17,16567.2,336453.58,2187204.47,75.0,267630.03,32267.19,151696.7,5094850.0,119753.17,16567.2,336453.58,2187204.47,1.02,0.88,1.11,4.56,51148.0,8210.6,79144.8,475138.0,387383.2,48834.39,488150.28,7282054.470000001,93042.32,56383.38,42617.56999999999,-4881322.4,34.0194,33.0328374,18326618.18952,131372654.05000001,7.168406778132416,604067.8816000001,1.0267766544977843,662519.512195122,1.1261310011540453,24.41331737137035
Crane Villa Dairy,6624 Crane RD Oakdale Stanislaus 95361,600,100,75,0,0,0,775,17702.72,228139.57,159697.7,37953.18,115615.63,306342.0,6716000.0,52592.99,4637.39,86799.02,453404.38,71.0,0.0,0.0,0.0,0.0,41525.85,3787.54,79156.66,418205.17,1.39,0.7,1.89,2.93,107657.56,32956.92,82693.45,620799.69,41525.85,3787.54,79156.66,418205.17,63107.28,5846.110000000001,40564.54000000002,-279258.4799999999,32.205032,31.271086072000003,7989762.491396001,25422813.560000002,3.181923566235826,228719.1424,1.0025404290890878,265515.243902439,1.1638281070769048,24.335675440067057
Dairy Central,6626 N Central AVE Hilmar Merced 95324,1650,300,0,0,0,0,1950,48654.75,632642.43,442849.7,105388.23,326639.13,848205.0,16926591.0,110635.28,14178.07,155553.05,864620.28,79.0,58964.64,16920.29,104598.14,0.0,110635.28,14178.07,155553.05,864620.28,0.95,1.02,1.28,1.36,134764.8,32589.6,184087.2,2619624.0,169599.91999999998,31098.36,260151.19,864620.28,249120.26,55878.33999999999,37953.78999999998,-1771419.0,35.833768,34.794588728,24765048.527154002,64074086.83731,2.5872788727651805,628619.37,0.9936408628172473,711750.0,1.1250430989903728,24.951153846153847
R.E.L.M Dairy,6721 E Perrin RD Manteca San Joaquin 95337,345,0,0,0,0,0,345,8996.56,117615.65,82330.96,19934.84,66933.56,162888.3,7782750.0,54031.21,2840.17,96925.73,399936.38,73.0,36821.55,15203.58,40065.22,1892403.66,54031.21,2840.17,96925.73,399936.38,1.21,0.9,0.99,6.16,0.0,0.0,0.0,0.0,90852.76000000001,18043.75,136990.95,2292340.04,45509.41,4731.260000000002,26868.339999999967,-1729515.36,33.112216,32.151961736,4048735.7816058,29460899.677500002,7.276567616821685,116235.55519999999,0.9882660615317774,125925.0,1.0706483363395942,26.076985507246377
Kooyman and Son Dairy,6787 E Jahant RD Acampo San Joaquin 95220,0,0,50,0,0,0,50,515.87,4758.0,3330.6,805.2,1.0,0.0,2458500.0,10274.89,1104.84,20558.59,108000.49,1.0,1267.24,351.93,2794.04,23741.74,10274.89,1104.84,20558.59,108000.49,1.23,0.57,0.91,2.84,0.0,0.0,0.0,0.0,11542.13,1456.77,23352.63,131742.23,2063.3600000000006,453.27,-2793.040000000001,-23741.740000000005,0.453592,0.440437832,0.0,9306430.485000001,,6665.0404,1.4008071458596048,6676.829268292684,1.40328483991019,28.200893333333326
Full Circle Dairy,6800 East AVE Ballico Merced 95303,0,50,135,45,0,0,230,2512.91,26278.8,18395.16,4106.52,1.0,11529.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.42,0.04,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18395.16,4106.52,1.0,11529.0,0.453592,0.440437832,8037.990434,0.0,,32466.797199999997,1.2354748770872337,42286.58536585366,1.6091520680492892,21.690381052631576
Joe Simoes & Sons Dairy Inc.,6900 Lambert RD Elk Grove Sacramento 95757,900,125,0,0,75,0,1100,25479.98,332156.65,232509.66,55040.56,174016.36,453748.5,15568800.0,22822.47,4216.2,24714.53,212092.51,72.0,0.0,0.0,0.0,0.0,22822.47,4216.2,24714.53,212092.51,1.23,1.26,1.04,1.11,0.0,0.0,0.0,0.0,22822.47,4216.2,24714.53,212092.51,232509.66,55040.56,174016.36,453748.5,32.658624,31.711523904000003,11864073.880584002,58934291.208000004,4.967458210492786,329201.3416,0.9911026667688272,377463.4146341464,1.1364017990732576,24.210409733487833
MTSJ Dairy LP,6916 County Road 30 Orland Glenn 95963,700,100,275,250,125,125,1575,25336.25,316478.26,221534.78,51629.42,134423.74,353556.0,1620000.0,9885.02,1500.6,6489.07,50155.12,70.0,46101.85,36988.69,49050.22,0.0,9885.02,1500.6,6489.07,50155.12,0.48,0.99,0.27,0.76,0.0,0.0,0.0,0.0,55986.869999999995,38489.29,55539.29,50155.12,175432.93,14640.729999999996,85373.51999999999,353556.0,31.75144,30.83064824,9002549.28608,6132364.2,0.681180852792668,327344.35,1.0343343963026086,373234.756097561,1.1793377406004475,23.382920652785593
Larry Inderbitzen Dairy,6930 Paradise RD Modesto Stanislaus 95358,563,74,105,190,120,80,1132,19498.69,245529.85,171870.9,40112.82,109969.61,282877.74,14462483.0,82275.64,7092.74,122582.53,912052.12,75.0,61011.74,20053.91,55442.64,1929113.68,68400.16,5821.8,101629.27,748318.87,1.2,1.3,1.22,6.82,13875.48,1270.94,20953.26,163733.25,129411.9,25875.71,157071.91,2677432.55,110859.15999999999,20058.91,54526.970000000016,-1646235.94,34.0194,33.0328374,7680299.859687,54746427.773030005,7.128162802651448,251923.07479999997,1.0260384828972933,280800.7317073171,1.1436521127973527,23.83418669131238
Ackerman Dairy Inc,6942 S Central AVE Ceres Stanislaus 95307,1200,200,480,0,150,150,2180,38519.75,488282.76,341797.93,79591.7,224906.77,612684.0,15030000.0,85970.14,5457.4,113048.65,629704.35,63.0,20970.57,6754.21,37065.1,395445.44,85970.14,5457.4,113048.65,629704.35,1.27,0.81,0.99,1.46,12012.84,2950.77,9581.67,118698.3,106940.70999999999,12211.61,150113.75,1025149.79,308814.51999999996,69886.71999999999,178259.99999999997,98540.26000000005,28.576296,27.747583415999998,14179015.125576,56894712.300000004,4.0125997325000204,497675.17,1.0192355961943034,588451.2195121951,1.205144370676112,22.85542329956585
6-X #2,6960 Crane RD Oakdale Stanislaus 95361,0,350,700,600,200,0,1850,18556.0,198006.0,138604.2,30114.48,1.0,80703.0,2430000.0,13552.92,707.5,28307.68,185085.01,1.0,47930.49,15510.26,75442.69,2555597.96,24620.06,1557.36,35950.03,220284.22,1.15,1.02,0.71,5.21,0.0,0.0,0.0,0.0,72550.55,17067.62,111392.72,2775882.18,79606.57000000002,13754.36,-83084.04000000001,-2510094.17,0.453592,0.440437832,56265.933037999996,9198546.3,163.4834046702404,239743.52,1.2107891680050098,310250.00000000006,1.5668717109582542,20.64575305291723
Manuel Soares & Sons Dairy,7018 Vivian RD Modesto Stanislaus 95358,1,218,373,258,147,0,997,9742.3,107702.37,75391.66,15997.68,146.58,50738.58,6038000.0,17769.64,5281.16,54077.05,227776.78,1.0,7845.76,3837.6,15179.84,256692.8,11863.89,3680.59,36552.55,157094.63,1.17,2.28,2.08,5.06,5905.76,1600.57,17524.5,70682.15,19709.65,7518.1900000000005,51732.39,413787.43,67545.89,12160.08,-15033.259999999995,-205954.22,0.453592,0.440437832,35206.39810092,22856305.580000002,649.2088601191705,125870.51599999999,1.168688451331201,170739.8780487805,1.5852936016986487,19.34400213085379
Double Cross Dairy,7025 W Central AVE Turlock Stanislaus 95380,700,0,0,0,0,0,700,18585.41,242948.72,170064.1,41239.67,137651.86,330498.0,17706000.0,72054.84,4820.1,94337.69,1013499.92,77.0,0.0,0.0,0.0,0.0,41969.58,2694.24,51593.43,575093.0,1.05,0.42,1.26,3.09,30085.26,2125.86,42744.26,438406.91,41969.58,2694.24,51593.43,575093.0,170064.09999999998,41239.67,137651.86,330498.00999999995,34.926584,33.913713064,8664953.687851999,67024469.46,7.735121487604286,240123.49719999998,0.9883711146944918,255500.0,1.0516622602498173,26.550585714285713
Lumar Dairy Farms,7215 S Prairie Flower RD Turlock Stanislaus 95380,1750,250,150,120,180,350,2800,53090.91,687123.56,480986.49,111940.91,336059.34,883890.0,33840000.0,232422.94,11225.89,152320.95,917202.29,70.0,255021.66,107260.71,668875.91,13540835.1,163481.55,8408.15,109841.56,637331.02,1.16,1.92,1.94,6.92,68941.38,2817.74,42479.39,279871.27,418503.20999999996,115668.86,778717.47,14178166.12,225964.83999999997,4680.200000000003,-332816.56999999995,-12656945.099999998,31.75144,30.83064824,22506373.2152,128098274.4,5.69164445888985,685934.5572,0.998269593899531,789646.3414634147,1.149205743234033,23.156673510638296
Pinnacle Dairy L.P.,724 Ruble RD Crows Landing Stanislaus 95313,1240,200,400,400,100,0,2340,39742.26,506243.55,354370.49,83411.87,225868.37,631569.6,23265000.0,97797.48,6899.61,118032.01,1163694.39,55.0,11769.19,628.45,2056.75,178823.16,60349.12,4765.98,75212.65,755874.24,1.28,0.52,0.92,2.48,45175.35,3104.78,45015.01,444132.79,72118.31,5394.429999999999,77269.4,934697.4,334874.31,81812.27,221615.96999999997,416433.79999999976,24.94756,24.22408076,12732176.847456,88067563.65,6.916929029900858,513469.9992,1.014274649425163,636880.487804878,1.2580515599751898,22.46254011579818
Trinkler Dairy Farms Inc.,7251 Crows Landing RD Ceres Stanislaus 95307,3180,600,450,0,520,0,4750,97594.64,1258483.36,880938.35,206472.11,614857.8,1639753.2,30546000.0,91819.92,9790.99,112357.83,1063201.4,72.0,222472.0,47257.81,145178.3,5585315.24,130429.32,15965.86,200728.69,1517740.43,0.91,0.9,0.73,4.15,120645.8,17800.2,21755.8,816831.4,352901.32,63223.67,345906.99,7103055.67,499211.14999999997,135239.22999999998,359552.84,-5216932.470000001,32.658624,31.711523904000003,43752389.53034881,115629133.86,2.642807286669313,1260922.7488,1.0019383560224426,1462937.8048780488,1.162460983892587,23.602785583672507
Clarot Farms Inc.,7260 Carpenter RD Modesto Stanislaus 95358,0,0,915,750,400,0,2065,19624.33,178937.4,125256.18,28262.52,1.0,0.0,53362500.0,103865.1,22507.04,146369.74,1378857.91,1.0,78911.32,73716.5,68978.1,179040.0,103865.1,22507.04,146369.74,1378857.91,1.11,3.19,1.62,1.7,0.0,0.0,0.0,0.0,182776.42,96223.54000000001,215347.84,1557897.91,46344.859999999986,-45453.98000000001,-68977.1,-179040.0,0.453592,0.440437832,0.0,201998941.125,,253546.34360000002,1.4169555587596558,240143.29268292684,1.3420519840062886,25.975707183212265
Live Oak Dairy G,730 Bystrum RD Turlock Stanislaus 95380,1200,150,100,0,0,0,1450,30899.74,403596.8,282517.76,66763.84,214629.49,601155.0,18555000.0,67189.56,6862.28,79495.51,862405.68,50.0,98796.96,25880.51,34256.77,1385305.2,60524.24,6176.22,70656.16,759822.26,1.21,1.24,0.59,4.52,6665.32,686.06,8839.36,102583.42,159321.2,32056.73,104912.93,2145127.46,183720.8,40883.33,180372.71000000002,-784150.1999999998,22.6796,22.0218916,10851287.085900001,70238282.55,6.472806589115733,399224.6408,0.9891670122260633,506103.65853658534,1.253983328253805,22.284772911169746
James J. Oliveira,730 W Monte Vista Ceres Stanislaus 95307,0,0,25,35,25,0,85,673.03,6990.6,4893.42,1056.83,1.0,0.0,-1680000.0,-3568.69,-432.22,-7785.08,-41245.66,1.0,0.0,0.0,0.0,0.0,9054.49,1287.26,15363.73,90157.24,0.29,0.11,0.22,0.85,0.0,0.0,0.0,0.0,9054.49,1287.26,15363.73,90157.24,-7729.76,-662.6500000000001,-23147.809999999998,-131402.90000000002,0.453592,0.440437832,0.0,-6359488.8,,8695.5476,1.2438914542385489,9125.000000000002,1.3053242926215205,21.64253333333333
"Wyeth Dairy, Inc.",7319 Beckwith RD Modesto Stanislaus 95358,584,60,245,245,80,0,1214,21764.34,267091.98,186964.39,44531.53,115995.2,289564.56,19395000.0,80484.02,9849.55,152826.91,1166440.73,80.0,47635.44,8146.3,11699.72,418252.8,63016.6,8224.82,123878.94,965209.4,1.26,1.07,1.28,3.63,17467.42,1624.72,28947.97,201231.33,110652.04000000001,16371.119999999999,135578.66,1383462.2,139328.95,36385.240000000005,104295.47999999998,-128688.2399999999,36.28736,35.23502656,8282345.3431936,73418026.95,8.86440059038768,281195.2728,1.0528031309663435,304053.90243902436,1.1383864930688836,25.52892201178692
Beglinger Dairy,7329 County Road 16 Orland Glenn 95963,190,30,50,50,30,25,375,5988.82,75874.08,53111.86,12276.62,33983.0,96624.0,0.0,0.0,0.0,0.0,0.0,50.0,22312.5,18653.25,27042.75,0.0,0.0,0.0,0.0,0.0,1.05,3.78,0.7,0.9,0.0,0.0,0.0,0.0,22312.5,18653.25,27042.75,0.0,30799.36,-6376.629999999999,6940.25,96624.0,22.6796,22.0218916,1768357.8954800002,0.0,,77375.5544,1.0197890294023992,96101.82926829268,1.2665963036163692,21.64315733803437
Machado Dairy,7413 S Mitchell RD Turlock Stanislaus 95380,1250,150,80,0,0,0,1480,36167.84,468899.8,328229.86,78553.99,245806.89,624762.0,22905000.0,127905.82,11203.6,178534.72,1220829.27,77.0,0.0,0.0,0.0,0.0,55487.2,5433.85,77086.65,524050.14,1.08,0.52,1.13,2.18,248945.68,102240.72,385686.56,4481658.81,55487.2,5433.85,77086.65,524050.14,151702.8,-17916.979999999996,-38431.600000000035,-3160117.6799999997,34.926584,33.913713064,17329907.375703998,86704816.05,5.003189813441098,467288.49279999995,0.9965636428081223,521682.9268292683,1.1125680301618135,25.30514402730375
Milk Made Dairy,7509 W Oakdale RD Snelling Merced 95369,1664,276,285,690,560,0,3475,62909.02,793032.94,555123.06,130433.33,345854.26,849281.04,118333150.0,195584.96,30829.87,270657.78,1508105.85,94.0,0.0,0.0,0.0,0.0,164108.04,27444.68,239529.47,1223215.9,1.05,1.07,1.34,1.33,160859.46,20093.86,61006.91,284889.96,164108.04,27444.68,239529.47,1223215.9,425740.52,113724.66000000002,315975.66000000003,849281.0300000003,42.637648,41.401156207999996,29316158.7108848,447939489.34150004,15.279610598341609,812784.5384,1.024906403509544,863225.0000000001,1.0885109009469394,25.147660702968842
Teresi Farms (formerly Triple J),7575 N Live Oak RD Lodi San Joaquin 95240,0,0,25,20,0,0,45,451.93,4282.2,2997.54,724.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2519.52,707.2,3692.4,22328.16,0.0,0.0,0.0,0.0,1.36,1.0,0.64,1.08,0.0,0.0,0.0,0.0,2519.52,707.2,3692.4,22328.16,478.02,17.479999999999905,-3691.4,-22328.16,0.453592,0.440437832,0.0,0.0,,5838.9356,1.363536406520013,6009.146341463415,1.40328483991019,27.450562962962962
Machado-Kindberg,7706 Tegner RD Hilmar Merced 95324,0,0,0,300,0,0,300,2798.79,28548.0,19983.6,4831.2,1.0,0.0,6540000.0,19980.43,2492.33,27652.03,227460.5,1.0,0.0,0.0,0.0,0.0,8674.63,1137.49,11709.25,112019.11,1.35,0.44,0.79,2.4,11305.81,1354.84,15942.79,115441.39,8674.63,1137.49,11709.25,112019.11,19983.590000000004,4831.2,0.9899999999979627,0.0,0.453592,0.440437832,0.0,24756581.400000002,,36160.366799999996,1.2666514922236232,40060.975609756104,1.40328483991019,25.500086666666665
L&L Pires Dairy,7713 Maze BLVD Modesto Stanislaus 95358,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16012.55,7078.43,30418.1,1513252.61,0.0,0.0,0.0,0.0,0.71,0.51,0.36,1.43,0.0,0.0,0.0,0.0,16012.55,7078.43,30418.1,1513252.61,-16011.849999999999,-7077.43,-30417.1,-1513252.61,0.453592,0.440437832,0.0,0.0,,,,,,
Andrew Zylstra Dairy 2,7855 S Carpenter RD Modesto Stanislaus 95358,650,0,102,0,0,0,752,18986.11,244302.74,171011.92,41591.66,131673.56,306891.0,17593200.0,56935.66,6143.82,77875.86,689563.04,86.0,12887.42,5656.15,7485.84,571978.88,56935.66,6143.82,77875.86,689563.04,1.34,1.47,1.33,5.0,0.0,0.0,0.0,0.0,69823.08,11799.97,85361.7,1261541.92,158124.5,35935.51,124187.71999999999,-265087.8799999999,39.008912,37.877653552,8986473.305211999,66597475.212000005,7.410857735856693,245300.5412,1.0040842816580773,250870.73170731709,1.026884642011453,27.62350993612491
De Jager Farms South,8002 S Bliss RD Chowchilla Merced 93610,2875,465,1080,975,385,0,5780,102068.75,1267235.68,887064.98,209404.76,552097.49,1464622.2,209494800.0,523231.91,87248.4,1073524.52,3729540.51,70.0,121944.92,20531.3,78363.91,375603.36,523231.91,87248.4,1073524.52,3729540.51,0.92,0.75,1.24,1.39,0.0,0.0,0.0,0.0,645176.83,107779.7,1151888.43,4105143.8699999996,765120.0599999999,188873.46000000002,473733.5800000001,1089018.8400000003,31.75144,30.83064824,37585643.269384,793023710.868,21.099112370759144,1318728.25,1.0406337754000108,1510654.8780487806,1.1920867616738668,24.114433271868155
Ulys Dairy,8118 Sikes RD Dixon Solano 95620,950,134,350,210,78,78,1800,33278.67,414059.43,289841.6,68519.75,186187.37,479430.72,69300000.0,106563.96,11591.31,150043.44,1324298.43,76.0,91730.42,36186.18,90403.71,1683986.81,106563.96,11591.31,150043.44,1324298.43,1.2,1.12,0.95,5.24,8346.8,1069.91,1024.38,31793.72,198294.38,47777.49,240447.15000000002,3008285.24,189764.38,31263.66,94759.27999999997,-1236349.8100000003,34.472992,33.473275232,13244036.07829312,262328913.0,19.807323949377878,429960.4164,1.038402666979472,477384.39024390245,1.1529368869678984,24.725019389678167
Arnaldo P. & Maria E. Avila Dairy,8178 Paradise RD Modesto Stanislaus 95358,500,85,150,150,60,0,945,17809.54,221481.53,155037.07,36700.23,98652.15,255669.3,23712000.0,46058.64,10451.22,45074.02,357336.2,78.0,61218.18,20449.28,75251.06,1633460.0,46058.64,10451.22,45074.02,357336.2,1.01,1.44,1.16,3.66,4006.56,1256.96,2494.28,81898.8,107276.82,30900.5,120325.07999999999,1990796.2,89812.33000000002,14993.990000000005,20906.809999999998,-1459689.5,35.380176,34.354150896,7335470.0700684,89759641.92,12.23638581612576,230099.2568,1.0389094603057871,256256.7073170732,1.1570116357651727,24.849111451420793
Double D Dairy #4 (former Diamond B Dairy #3),8201 Mitchell RD Ceres Stanislaus 95307,463,0,400,0,0,0,863,16003.0,195907.62,137135.33,33194.73,89826.77,218600.82,10828000.0,43681.8,6489.28,66543.33,567978.06,73.0,21128.85,9933.71,37054.33,1174701.1,43681.8,6489.28,66543.33,567978.06,1.3,1.33,1.43,5.55,43580.41,11248.13,55753.71,1412102.8,64810.65,16422.989999999998,103597.66,1742679.1600000001,72426.07,12012.890000000005,-2981.269999999997,-2368203.08,33.112216,32.151961736,5433520.77357532,40988419.480000004,7.543620644525326,206758.76,1.0553890655197589,222409.63414634147,1.1352781180555482,26.262778689508863
