Origin Dairy Name,Origin Dairy Address,Origin Dairy Address (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Address,Destination Nearest Cross Street,Destination Type,Destination Type (Standardized),Destination Assessor Parcel Number,Destination Address (Geocoded),Haul Date,First Haul Date,Last Haul Date,Is Pipeline,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Manure Density,Method Used to Determine Volume of Manure,Source PDF,County,Consultant,Manifest Number,Start Page,End Page,Manifest Type,Parameter Template
Bar Mac Dairy,5070 S Hunt Rd Gustine Merced 95322,"(37.216080090597, -120.993745644108)",Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine Ca 95322,Five Star Custom Spreading (209) 678-2917,3410 S Hunt Rd Gustine 95322,Merced,Composting Facility,Composting Facility,,"(37.23988519853, -120.993873468132)",05/15/2024,,5/15/2024,False,,,2800.0,29.2 %,,,Number Of Loads Multiplied By Load Weight,5070 S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,1,122,123,manure,R5-2007-0035_software
Bar Mac Dairy,5070 S Hunt Rd Gustine Merced 95322,"(37.216080090597, -120.993745644108)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,J&F Fertilizer (209) 854-6325,900 Meredith Gustine 95322,Merced,Composting Facility,Composting Facility,,"(37.24919296673, -121.003727736419)",06/01/2024,,6/1/2024,False,,,5500.0,29.2 %,,,Number Of Loads Multiplied By Load Weight,5070 S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,2,124,125,manure,R5-2007-0035_software
Bar Mac Dairy,5070 S Hunt Rd Gustine Merced 95322,"(37.216080090597, -120.993745644108)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,J&F Fertilizer (209) 854-6325,900 Meredith Gustine 95322,Merced,Composting Facility,Composting Facility,,"(37.24919296673, -121.003727736419)",12/05/2024,,12/5/2024,False,,,7900.0,24.6%,,,Number Of Loads Multiplied By Load Weight,5070 S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,3,126,127,manure,R5-2007-0035_software
Hath Dairy,508 W Roosevelt Rd El Nido Merced 95317,"(37.143631068591, -120.501311598579)",Silva And Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Fagundes Feed & Cattle (209) 756-5080,1021 W El Nido Rd El Nido 95317,Merced,Farmer,Farmer,,"(37.134685440517, -120.510670496389)",11/11/2024,,11/11/2024,False,,,1520.0,97.0 %,,,Number Of Loads Multiplied By Load Weight,508 W Roosevelt Rd El Nido 2024 Dairy AR,rancho_cordova,generic_r5,2,119,120,manure,R5-2007-0035_software
Antone L. Gomera Sons,515 F. Stuhr Road Newman Ca 95360,"(37.33317083555, -121.019162927297)",A L P Custom Spreading Inc,P.O.Box,John Azevedo 1337 Magnolia Ave Patterson Ca 95363,Stuhr Road Newman Ca 85340 Assessor'S Parcel,,,,,"(37.317156, -121.023357)",6/3/24,,6/3/2024,False,,,504.0,Solid,,,,519 E Stuhr Rd Newman 2024 Dairy AR,rancho_cordova,cas,1,36,37,manure,R5-2007-0035_general_order
Art Silva Dairy,5201 Milnes Rd Modesto Stanislaus 95357,"(37.6836714324, -120.900043007405)",Dores Ag Services,22846 2Nd Ave Stevinson Ca 95374,Dores Ag Services (209) 649-4503,Stevinson 95374,2Nd Ave Merced,Broker,Broker,,"(37.307007752902, -120.469542742529)",06/05/2024,,6/5/2024,False,,,4654.0,29.0 %,,,Tons X Loads,5201 Milnes Rd Modesto 2024 Dairy AR,rancho_cordova,cas,1,34,35,manure,R5-2007-0035_software
Art Silva Dairy,5201 Milnes Rd Modesto Stanislaus 95357,"(37.6836714324, -120.900043007405)",Dores Ag Services,22846 2Nd Ave Stevinson Ca 95374,Dores Ag Services (209) 649-4503,Stevinson 95374,2Nd Ave Merced,Broker,Broker,,"(37.307007752902, -120.469542742529)",10/10/2024,,10/10/2024,False,,,3536.0,62.4 %,,,Tons X Loads,5201 Milnes Rd Modesto 2024 Dairy AR,rancho_cordova,cas,2,36,37,manure,R5-2007-0035_software
Art Silva Dairy,5201 Milnes Rd Modesto Stanislaus 95357,"(37.6836714324, -120.900043007405)",Dores Ag Services,22846 2Nd Ave Stevinson Ca 95374,Art Silva Dairy #3 (209) 604-0018,Modesto 95357,Dewitt Rd Stanislaus,Farmer,Farmer,,"(37.676929909054, -120.907537515186)",10/31/2024,,10/31/2024,False,,,320.0,29.0 %,,,Tons Per Load,5201 Milnes Rd Modesto 2024 Dairy AR,rancho_cordova,cas,3,38,39,manure,R5-2007-0035_software
Eugenio Azevedo Dairy #1,5217 Oak Avenue Merced Merced 95340,"(37.280116154477, -120.58311218423)",Cardoso Farm Services,8353 Rexford Drive Hilmar Ca 95324,Cardoso Farm Services (209) 564-6329,Hilmar 95324,Rexford And Geer Roads Merced,Broker,Broker,,"(37.397197, -120.874568)",09/19/2024,,9/19/2024,False,,,3200.0,70.4 %,,,An Average Of Scale Weighed Trucks Multiplied By The Total Number Or Trucks Hauled.,5217 Oak Ave Merced 2024 Dairy AR,rancho_cordova,generic_r5,1,68,69,manure,R5-2007-0035_software
Eugenio Azevedo Dairy #1,5217 Oak Avenue Merced Merced 95340,"(37.280116154477, -120.58311218423)",Cardoso Farm Services,8353 Rexford Drive Hilmar Ca 95324,Cardoso Farm Services (209) 564-6329,Hilmar 95324,Rexford And Geer Roads Merced,Broker,Broker,,"(37.397197, -120.874568)",07/03/2024,,7/3/2024,False,,,2600.0,87.0 %,,,An Average Of Scale Weighed Trucks Multiplied By The Total Number Or Trucks Hauled.,5217 Oak Ave Merced 2024 Dairy AR,rancho_cordova,generic_r5,2,70,71,manure,R5-2007-0035_software
Eugenio Azevedo Dairy #1,5217 Oak Avenue Merced Merced 95340,"(37.280116154477, -120.58311218423)",Cardoso Farm Services,8353 Rexford Drive Hilmar Ca 95324,Cardoso Farm Services (209) 564-6329,Hilmar 95324,Rexford And Geer Roads Merced,Broker,Broker,,"(37.397197, -120.874568)",05/30/2024,,5/30/2024,False,,,2250.0,76.8 %,,,An Average Of Scale Weighed Trucks Multiplied By The Total Number Or Trucks Hauled.,5217 Oak Ave Merced 2024 Dairy AR,rancho_cordova,generic_r5,3,72,73,manure,R5-2007-0035_software
Blue Star Dairy,5254 Blue Gum Avenue Modesto Ca 95358,"(37.659546806318, -121.091390457513)",Avila Spreading Service,Po Box 580742 Modesto Ca 95358,Wyeth Dairy 7319 Beckwith Road Modesto Ca 95358 209-531-8084,7319 Beckwith Road Modesto,,,,012-018-015,"(38.376751, -120.478951)",,,,False,10.0,200,2000.0,(If,,(If Amount Reported In Cubic Yards),200 Loads At 10 Ton Per Load,5254 Blue Gum Ave Modesto 2024 Dairy AR,rancho_cordova,generic_r5,1,34,35,manure,R5-2013-0122_general_order
Blue Star Dairy,5254 Blue Gum Avenue Modesto Ca 95358,"(37.659546806318, -121.091390457513)",Avila Spreading Service,Po Box 580742 Modesto Ca 95358,Wyeth Dairy 7319 Beckwith Road Modesto Ca 95358 209-531-8084,7319 Beckwith Road Modesto,,,,012-018-015,"(38.376751, -120.478951)",,,,False,10.0,100,1000.0,(If,,(If Amount Reported In Cubic Yards),100 Loads At 10 Ton Per Load,5254 Blue Gum Ave Modesto 2024 Dairy AR,rancho_cordova,generic_r5,7,46,47,manure,R5-2013-0122_general_order
Blue Star Dairy,5254 Blue Gum Avenue Modesto Ca 95358,"(37.659546806318, -121.091390457513)",Avila Spreading Service,Po Box 580742 Modesto Ca 95358,Ave. Modesto Ca 95358 209-000-0000,Avenue Modesto Ca,,,,003-011-006,"(38.279192, -120.984766)",,,,False,10.0,60,600.0,(It,,(If Amount Reported In Cubic Yards),60 Loads At 10 Ton Per Load,5254 Blue Gum Ave Modesto 2024 Dairy AR,rancho_cordova,generic_r5,9,50,51,manure,R5-2013-0122_general_order
Borba Dairy Farms,5297 Kelley Road Hilmar Ca 95324,"(37.36613153823, -120.955899591071)",5-Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Hills Ferry Ranch P.O. Box 922 Hilmar 95324 (209) 634-4930,Apn Merced,,Farmer,Farmer,0049-0380-0004-0000,"(37.306968, -120.481971)",10/30/24,,10/30/2024,False,,,2500.0,81.6%,,,Number Of Truckloads X Average Truck Weight,"5297 Kelley Rd, Hilmar 2024 Dairy AR",rancho_cordova,generic_r5,1,123,124,manure,R5-2007-0035_general_order
Homen Dairy Farms,5511 W Sandy Mush Rd Merced Merced 95341-8404,"(37.185708138713, -120.591672621943)",Kenneth R Stone Spreading Services,5175 Shaw Ave Winton Ca 95388,Stones Family Spreading (209) 756-1491,5175 W Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",03/27/2024,,3/27/2024,False,,,4350.0,63.2 %,,,Number Of Loads Multiplied By Load Weight.,5511 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,1,152,153,manure,R5-2007-0035_software
Homen Dairy Farms,5511 W Sandy Mush Rd Merced Merced 95341-8404,"(37.185708138713, -120.591672621943)",Kenneth R Stone Spreading Services,5175 Shaw Ave Winton Ca 95388,Stones Family Spreading (209) 756-1491,5175 W Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",04/24/2024,,4/24/2024,False,,,5125.0,63.2 %,,,Number Of Loads Multiplied By Load Weight.,5511 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,2,154,155,manure,R5-2007-0035_software
Homen Dairy Farms,5511 W Sandy Mush Rd Merced Merced 95341-8404,"(37.185708138713, -120.591672621943)",Kenneth R Stone Spreading Services,5175 Shaw Ave Winton Ca 95388,Flynn Ranch (209) 564-1427,8522 W Sandymush Rd Merced 95341,Merced,Farmer,Farmer,,"(37.190011449712, -120.646175528246)",04/23/2024,,4/23/2024,False,,,2400.0,41.7%,,,Number Of Loads Multiplied By Load Weight.,5511 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,3,156,157,manure,R5-2007-0035_software
Ehrlich Dairy,5725 Ehrlich Road Turlock Ca 95380,"(37.433998970051, -120.916095609272)",Hinds Manure Spreading,19075 3Rd Ave Stevinson Ca 95374,Hinds Compost 19075 3Rd Ave Stevinson 95374 (209) 634-8934,19075 3Rd Ave Stevinson 95374,,Compost Facility,Composting Facility,,"(37.325729172363, -120.834534746052)",5/11/2024,,5/11/2024,False,,,1800.0,81.2%,,,Number Of Truckloads X Average Truck Weight,"5725 Ehrlich Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,1,27,28,manure,R5-2007-0035_general_order
Ehrlich Dairy,5725 Ehrlich Road Turlock Ca 95380,"(37.433998970051, -120.916095609272)",Hinds Manure Spreading,19075 3Rd Ave Stevinson Ca 95374,Hinds Compost 19075 3Rd Ave Stevinson 95374 (209) 634-8934,19075 3Rd Ave Stevinson 95374,,Compost Facility,Composting Facility,,"(37.325729172363, -120.834534746052)",10/15/2024,,10/15/2024,False,,,2000.0,74.1%,,,Number Of Truckloads X Average Truck Weight,"5725 Ehrlich Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,2,29,30,manure,R5-2007-0035_general_order
Double B Dairy,5817 E Worden Ave Merced Merced 95340,"(37.236077174189, -120.383204128772)",Kenneth R Stones Spreading Service,5175 W Shaw Ave Winton Ca 95388,Kenneth R Stones Spreading Service (209) 756-1491,5175 W Shaw Ave Winton 95388,Merced,Farmer,Farmer,,"(37.425366280333, -120.579112088577)",03/21/2024,,3/21/2024,False,,,602.0,52.9 %,,,Number Of Loads Multiplied By Load Weight,5817 E Worden Ave Merced 2024 Dairy AR,rancho_cordova,generic_r5,2,111,112,manure,R5-2007-0035_software
Double B Dairy,5817 E Worden Ave Merced Merced 95340,"(37.236077174189, -120.383204128772)",Kenneth R Stones Spreading Service,5175 W Shaw Ave Winton Ca 95388,Kenneth R Stones Spreading Service (209) 756-1491,5175 W Shaw Ave Winton 95388,Merced,Farmer,Farmer,,"(37.425366280333, -120.579112088577)",05/10/2024,,5/10/2024,False,,,1125.0,52.9 %,,,Number Of Loads Multiplied By Load Weight,5817 E Worden Ave Merced 2024 Dairy AR,rancho_cordova,generic_r5,3,113,114,manure,R5-2007-0035_software
Double B Dairy,5817 E Worden Ave Merced Merced 95340,"(37.236077174189, -120.383204128772)",Kenneth R Stones Spreading Service,5175 W Shaw Ave Winton Ca 95388,Kenneth R Stones Spreading Service (209) 756-1491,5175 W Shaw Ave Winton 95388,Merced,Farmer,Farmer,,"(37.425366280333, -120.579112088577)",08/20/2024,,8/20/2024,False,,,430.0,23.6 %,,,Number Of Loads Multiplied By Load Weight,5817 E Worden Ave Merced 2024 Dairy AR,rancho_cordova,generic_r5,4,115,116,manure,R5-2007-0035_software
Double B Dairy,5817 E Worden Ave Merced Merced 95340,"(37.236077174189, -120.383204128772)",Kenneth R Stones Spreading Service,5175 W Shaw Ave Winton Ca 95388,Kenneth R Stones Spreading Service (209) 756-1491,5175 W Shaw Ave Winton 95388,Merced,Farmer,Farmer,,"(37.425366280333, -120.579112088577)",10/18/2024,,10/18/2024,False,,,449.0,23.6 %,,,Number Of Loads Multiplied By Load Weight,5817 E Worden Ave Merced 2024 Dairy AR,rancho_cordova,generic_r5,5,117,118,manure,R5-2007-0035_software
Kooistra Dairy,5837 Hultberg Road Turlock Ca 95380,"(37.438153041265, -120.895575117737)",Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322 (209) 678-2917,750 East Ave Gustine 95322,,Broker,Broker,,"(37.252812984983, -120.994122997389)",10/14/24,,10/14/2024,False,,,1500.0,57.1%,,,Number Of Truckloads X Average Truck Weight,"5837 Hultberg RD, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,3,37,38,manure,R5-2007-0035_general_order
N & C Silveira Dairy,6025 Hultberg Road Turlock Ca 95380,"(37.436642789951, -120.896652862847)",Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322 (209) 678-2917,750 East Ave Gustine 95322,,Broker,Broker,,"(37.252812984983, -120.994122997389)",5/1/2024,,5/1/2024,False,,,1700.0,85.8%,,,Number Of Truckloads X Average Truck Weight,6025 Hultberg Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,2,33,34,manure,R5-2007-0035_general_order
N & C Silveira Dairy,6025 Hultberg Road Turlock Ca 95380,"(37.436642789951, -120.896652862847)",Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322 (209) 678-2917,750 East Ave Gustine 95322,,Broker,Broker,,"(37.252812984983, -120.994122997389)",10/15/2024,,10/15/2024,False,,,2000.0,92.7%,,,Number Of Truckloads X Average Truck Weight,6025 Hultberg Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,3,35,36,manure,R5-2007-0035_general_order
Martins Brothers Dairy,6041 Central Ave Hilmar Merced 95324,"(37.378794959457, -120.959938159659)",Dores Ag Services Inc.,P.O. Box 65 Stevinson Ca 95374,Dores Ag Services Inc. (209) 649-4503,1 Turner Ave Stevinson 95324,Merced,Broker,Broker,,"(37.371863195565, -120.882231069105)",03/13/2024,,3/13/2024,False,,,1968.0,42.8 %,,,Total Loads Hauled Multiplied By Average Load Weight.,"6041 Central Ave, Hilmar 2024 Dairy AR",rancho_cordova,generic_r5,2,84,85,manure,R5-2007-0035_software
California Dairy Farms-Larson,6071 North Larson Road Hilmar Ca 95324,"(37.378207314509, -120.841586612751)",Hinds Manure Spreading,19075 3Rd Ave Stevinson Ca 95374,Hinds Compost 19075 3Rd Ave Stevinson 95374 (209) 634-8934,19075 3Rd Ave Stevinson 95374,,Compost Facility,Composting Facility,,"(37.325729172363, -120.834534746052)",12/20/24,,12/20/2024,False,,,960.0,68%,,,Number Of Truckloads X Average Truck Weight,"6071 Larson Ave, Hilmar 2024 Dairy AR",rancho_cordova,generic_r5,1,58,59,manure,R5-2007-0035_general_order
California Dairy Farms-Larson,6071 North Larson Road Hilmar Ca 95324,"(37.378207314509, -120.841586612751)",,19075 3Rd Ave Stevinson Ca 95374,Jd Van Ruler 5922 Lander Avenue Hilmar 95324 (209) 634-7951,5922 Lander Avenue Hilmar 95324,,Farmer,Farmer,,"(37.374217685952, -120.848825974785)",11/20/24,,11/20/2024,False,,,480.0,68%,,,,"6071 Larson Ave, Hilmar 2024 Dairy AR",rancho_cordova,generic_r5,4,64,65,manure,R5-2007-0035_general_order
Lorinda/Machado/Azevedo Farms,619 S. Vincent Road Turlock Stanislaus 95380,"(37.486527770519, -120.776380682726)",Ndj Farming,7306 East Avenue Turlock Ca 95380,Ndj Farming (209) 918-5622,Turlock 95380,East Avenue & Verduga Avenue Stanislaus,Farmer,Farmer,,"(37.492627993921, -120.807756996158)",05/01/2024,,5/1/2024,False,,,1339.0,74.5 %,,,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled,"619 S Vincent Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,1,34,35,manure,R5-2007-0035_software
Arlinda Holsteins,6325 W. Main St. Turlock 95380,"(37.493523642185, -120.919674681928)",Alp Custom Spreading,2324 Villa Manucha Newman 95360,Jeff Lima 2324 Villa Manucha Newman 95360 209-862-3393,2324 Villa Manucha Rd. Newman 95360,,,,,"(37.365262041504, -121.022008751064)",3/23/24,,3/23/2024,False,10.0,77,770.0,Moisture,,,77 Loads @ 10 Tons Per Load,"6325 West main St, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,1,34,35,manure,R5-2007-0035_general_order
Double & Dairy,6555 Blue Gum Avec. Modesto 95358,"(37.660727062105, -121.114318315459)",Avila Spreading Service,P.O.,Boer + Sons 6413 Shoemare Ave. Modesto 95358 209-524-1803,,,,,012-027-022,"(35.571592, -121.11142)",6/11/24,,6/11/2024,False,10.0,56,560.0,33.69% Musture,,,56 Loads @ 10 Tons Per Load.,6555 Blue Gum Rd Modeso 2024 Dairy AR,rancho_cordova,generic_r5,1,42,43,manure,R5-2007-0035_general_order
Double G Dairy,6555 Blue Gum Ave. Modesto 95358,"(37.660727062105, -121.114318315459)",Avila Spreading Service,P.O. Box 580742 Modesto 95358,John Regusci 5425 Stoddard Rd. Modesto 95356 204-545-1277,,,,,003-001-005,"(37.714011, -121.143295)",10/4/24,,10/4/2024,False,10.0,200,2000.0,32% Moisture,,,200 Loads @ 10 Tons Per Load.,6555 Blue Gum Rd Modeso 2024 Dairy AR,rancho_cordova,generic_r5,2,45,46,manure,R5-2007-0035_general_order
Double G Dairy,6555 Blue Gum Ave. Modesto 95358,"(37.660727062105, -121.114318315459)",Avila Spreading Service,P.O. Box 580742 Modesto 95358,Woody Mouw 3509 Finney Rd. Modesto 45358 209-545-1417,3509 Finney Rd. Modesto 95358,,,,,"(37.690453571771, -121.086514823328)",10/5/24,,10/5/2024,False,,42,420.0,Mustine,,,42 Loads 10 Tous Per Load.,6555 Blue Gum Rd Modeso 2024 Dairy AR,rancho_cordova,generic_r5,3,48,49,manure,R5-2007-0035_general_order
Double G Dairy,6555 Blue Gum Ave. Modesto 95358,"(37.660727062105, -121.114318315459)",Avila Spreading Service,P.O.,In+Out Services 3642 Finney Rd. Modesto 95358 209-543-7546,3642 Finney Rd. Modesto 95358,,,,,"(37.691516265129, -121.086104745551)",10/15/24,,10/15/2024,False,10.0,160,1600.0,32% Moisture,,,160 Loads 10 Tons Per Load,6555 Blue Gum Rd Modeso 2024 Dairy AR,rancho_cordova,generic_r5,4,51,52,manure,R5-2007-0035_general_order
Double & Dairy,6555 Blue Gum Ave Modesto 95358,"(37.660727062105, -121.114318315459)",Avila Spreading Service,P.O. Box 580742 Modesto 95358,Johnny Regusci 5425 Stoddard Rd. Modesto 95356 209-545-1277,5425 Stoddard Rd. Modesto 95356,,,,,"(37.717600161078, -121.068817489347)",10/18/24,,10/18/2024,False,10.0,132,1320.0,32% Moisture,,,132 Loads @ 10 Tons Per Load.,6555 Blue Gum Rd Modeso 2024 Dairy AR,rancho_cordova,generic_r5,5,54,55,manure,R5-2007-0035_general_order
Diamond J Dairy Llc,6600 S Hwy 59 Merced Merced 95341,"(37.18983593266, -120.482005812452)",Stone Family Spreading,5175 W Shaw Ave Winton Ca 95388,Ranch Road Farms (209) 725-2699,1 Ranch Rd Merced 95341,Merced,Farmer,Farmer,,"(37.217957439544, -120.386378783958)",04/02/2024,,4/2/2024,False,,,75.0,21.7 %,,,Average Load Weight Multiplied By Loads Hauled.,6600 S Hwy 59 Merced 2024 Dairy AR,rancho_cordova,generic_r5,1,45,46,manure,R5-2007-0035_software
Diamond J Dairy Llc,6600 S Hwy 59 Merced Merced 95341,"(37.18983593266, -120.482005812452)",Stone Family Spreading,5175 W Shaw Ave Winton Ca 95388,Stone Family Spreading (209) 338-3200,5175 W Shaw Ave Winton 95388,Merced,Broker,Broker,,"(37.425366280333, -120.579112088577)",07/08/2024,,7/8/2024,False,,,1494.0,21.7 %,,,Average Load Weight Multiplied By Loads Hauled.,6600 S Hwy 59 Merced 2024 Dairy AR,rancho_cordova,generic_r5,2,47,48,manure,R5-2007-0035_software
Dairy Central,6626 N. Central Avenue Hilmar Ca 95324,"(37.385386194748, -120.958622955232)",Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322 (209) 678-2917,750 East Ave Gustine 95322,,Broker,Broker,,"(37.252812984983, -120.994122997389)",5/16/2024,,5/16/2024,False,,,1500.0,87.19%,,,Number Of Truckloads X Average Truck Weight,6626 N Central Ave Hilmar 2024 Dairy AR,rancho_cordova,generic_r5,1,86,87,manure,R5-2007-0035_general_order
Dairy Central,6626 N. Central Avenue Hilmar Ca 95324,"(37.385386194748, -120.958622955232)",Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322 (209) 678-2917,750 East Ave Gustine 95322,,Broker,Broker,,"(37.252812984983, -120.994122997389)",10/9/2024,,10/9/2024,False,,,2800.0,92.97%,,,Number Of Truckloads X Average Truck Weight,6626 N Central Ave Hilmar 2024 Dairy AR,rancho_cordova,generic_r5,2,88,89,manure,R5-2007-0035_general_order
Van Tol Dairy No. 2,6756 County Road 30 Orland Glenn 95963,"(39.654465745974, -122.167072110887)",Shadd Truckin,82W West Liberty Road Gridley Ca 95948,Shadd Trucking (530) 682-7518,82 West Liberty Road Gridle 95948,County,Composting Facility,Composting Facility,0001-0001-0001-0000 Butte,"(39.349006898398, -121.691559283851)",08/22/2024,,8/22/2024,False,,,685.0,89.3 %,,,Amount Reported By Vantol Dairy.,6756 County Rd 30 Orland 2024 Dairy AR,rancho_cordova,generic_r5,1,34,35,manure,R5-2007-0035_software
Van Tol Dairy No. 2,6756 County Road 30 Orland Glenn 95963,"(39.654465745974, -122.167072110887)",K&S Spreading & Hauling,24790 Clark Ave. Orland Ca 95963,K & S Spreading & Haulin 530) 624-2783,24790 Clark Ave. Orland 95948,Clark Ave. Tehama,I Composting Facility,Composting Facility,0001-000 1-0001-0000 Tehama,"(39.828605819414, -122.112338534609)",09/24/2024,,9/24/2024,False,,,1368.0,89.3 %,,,Amount Reported By K&S.,6756 County Rd 30 Orland 2024 Dairy AR,rancho_cordova,generic_r5,2,36,37,manure,R5-2007-0035_software
Van Tol Dairy No. 2,6756 County Road 30 Orland Glenn 95963,"(39.654465745974, -122.167072110887)",K&S Spreading & Hauling,24790 Clark Ave. Orland Ca 95963,K & S Spreading & Hauling (530) 624-2783,24790 Clark Ave. Orland 95948,Clark Ave. Tehama,Composting Facility,Composting Facility,0001-0001-0001-0000 Tehama,"(39.828605819414, -122.112338534609)",11/12/2024,,11/12/2024,False,,,3970.0,89.3 %,,,Amount Reported By K&S.,6756 County Rd 30 Orland 2024 Dairy AR,rancho_cordova,generic_r5,3,38,39,manure,R5-2007-0035_software
Van Tol Dairy No. 2,6756 County Road 30 Orland Glenn 95963,"(39.654465745974, -122.167072110887)",K&S Spreading & Hauling,24790 Clark Ave. Orland Ca 95963,K & S Spreading & Hauling (530) 624-2783,24790 Clark Ave. Orland 95963,Clark Ave. Tehama,Composting Facility,Composting Facility,0001-0001-0001-0000 Tehama,"(39.828605819414, -122.112338534609)",05/03/2024,,5/3/2024,False,,,1470.0,65.9 %,,,Amount Reported By K&S.,6756 County Rd 30 Orland 2024 Dairy AR,rancho_cordova,generic_r5,4,40,41,manure,R5-2007-0035_software
Van Toldairyno.200,6756 County Road 30 Orland Glenn 95963,"(39.654465745974, -122.167072110887)",K&S Spreading & Hauling,24790 Clark Ave. Orland Ca 95963,K & S Spreading & Hauling (530) 624-2783,24790 Clark Ave. Orland 95963,Clark Ave. Tehama,Composting Facility,Composting Facility,0001-0001-0001-0000 Tehama,"(39.828605819414, -122.112338534609)",05/03/2024,,5/3/2024,False,,,820.0,22.0 %,,,Amount Reported By K&S.,6756 County Rd 30 Orland 2024 Dairy AR,rancho_cordova,generic_r5,5,42,43,manure,R5-2007-0035_software
Van Tol Dairy No. 2,95963,"(39.7510184, -122.1947178)",K&S Spreading & Hauling,24790 Clark Ave. Orland Ca 95963,(530) 624-2783,24790 Clark Ave. Orland 95963,Clark Ave. Tehama,I Composting Facility,Composting Facility,0001-0001-0001-0001 Tehama,"(39.828605819414, -122.112338534609)",06/13/2024,,6/13/2024,False,,,1752.0,65.9 %,,,Amount Reported By K&S.,6756 County Rd 30 Orland 2024 Dairy AR,rancho_cordova,generic_r5,6,44,45,manure,R5-2007-0035_software
Goedhart Dairy,7084 County Road 31 Orland Glenn 95963,"(39.641573666428, -122.128559025996)",,7084 County Road 31 Orland Ca 95963,Goedhart Farming-Road 45 (530) 514-8463,County Road 45 Willows 95963,Glenn,Farmer,Farmer,0001-0001-0001-0001 Glenn,"(39.553294622402, -122.133593753883)",09/17/2024,,9/17/2024,False,,,1386.0,37.0 %,,,Amount Reported By Goedhart Dairy.,7084 County Rd 31 Orland 2024 Dairy AR,rancho_cordova,generic_r5,1,57,58,manure,R5-2007-0035_software
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,"(37.483244704773, -121.002979819199)",Dokps Ag Services,,Joe Mendes 300 Ruble Rd. Crowslanding Ca 95313 (209) 678-2207,,,,,058-022-022,"(37.46935, -121.005674)",9/3/24,,9/3/2024,False,12.0,,12.0,741.0,,,@12 Tons Per Load,724 Ruble Rd Crows Landing 2024 Dairy AR,rancho_cordova,generic_r5,1,47,48,manure,R5-2007-0035_general_order
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,"(37.424464597099, -120.941026742077)",Machado Dairy,7413 S. Mitchell Rd. Jurlock 95380,Johnny Machado 7413 S. Mitchell Rd. Jurlock 95350 209-652-6924,,,,,045-020-021,"(34.400831, -119.720319)",5/22/24,,5/22/2024,False,,,660.0,48.4% Moisture,,,Scale Weights,"7413 S Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,27,85,86,manure,R5-2007-0035_general_order
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,"(37.424464597099, -120.941026742077)",Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,Johnny Machado 7413 S. Mitchell Rd. Jurlock 95360 209-652-6924,,,,,045-020-022,"(35.571326, -121.10036)",5/22/24,,5/22/2024,False,,,660.0,484% Moisture,,,Scale Weights,"7413 S Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,28,87,88,manure,R5-2007-0035_general_order
