Source PDF,Street no,Rest of PDF,County,Manifest Number,Is Duplicate,Start Page,End Page,Manifest Type,DONE,Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Assessor Parcel Number,Destination Type (Standardized),First Haul Date,Last Haul Date,Unique Hauling Days Mentioned,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Total Manure Amount (cubic yards),Manure Density,Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Manure Number of Hauls,Manure Mass per Haul (tons),Manure Volume per Haul (cubic yards),Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Is Pipeline,Parameter Template
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,10,,66,67,manure,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,Dores Ag,22846 W. Second Ave Stevinson 95374,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,058-019-008,Farmer,2024-03-20,2024-03-21,,,238.0,15.1,,,,@ 12 Tons Per Load,,,12.0,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,11,,68,69,manure,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Matt Seward,22837 Bloss Ave Hilmar 95324,,,0045-0019-0019-0000,Farmer,,2024-01-06,,1200000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,12,,70,71,wastewater,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Matt Seward,22837 Bloss Ave Hilmar 95324,,,0045-0019-0019-0000,Farmer,,2024-02-03,,1200000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,13,,72,73,wastewater,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Matt Seward,22837 Bloss Ave Hilmar 95324,,,0045-0019-0019-0000,Farmer,,2024-08-22,,720000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,14,,74,75,wastewater,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Andy Danbom,22778 Turner Rd Hilmar 95324,,,0045-0019-0054-0000,Farmer,,2024-01-13,,1440000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,15,,76,77,wastewater,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Andy Danbom,22778 Turner Rd Hilmar 95324,,,0045-0019-0054-0000,Farmer,,2024-02-16,,1440000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,16,,78,79,wastewater,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Andy Danbom,22778 Turner Rd Hilmar 95324,,,0045-0019-0054-0000,Farmer,,2024-04-12,,1200000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,17,,80,81,wastewater,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Andy Danbom,22778 Turner Rd Hilmar 95324,,,0045-0019-0054-0000,Farmer,,2024-08-19,,720000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,18,,82,83,wastewater,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Jim Babelle,9374 Columbus Ave Hilmar 95324,,,0045-0019-0018-0000,Farmer,,2024-02-05,,1440000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,19,,84,85,wastewater,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Jim Babelle,9374 Columbus Ave Hilmar 95324,,,0045-0019-0018-0000,Farmer,,2024-03-09,,1560000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,20,,86,87,wastewater,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Jim Babelle,9374 Columbus Ave Hilmar 95324,,,0045-0019-0018-0000,Farmer,,2024-04-02,,1320000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,21,,88,89,both,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Jim Babelle,9374 Columbus Ave Hilmar 95324,,,0045-0019-0018-0000,Farmer,,2024-09-01,,960000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
22270 Bloss Ave Hilmar 2024 Dairy AR,22270.0, Bloss Ave Hilmar 2024 Dairy AR,rancho_cordova,22,,91,92,wastewater,x,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,,,Clauss Dairy Farms,21670 Bloss Ave Hilmar 95324,,,0045-0190-0044-0000,Farmer,,2024-10-15,,960000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
"22338 Short Rd, Hilmar 2024 Dairy AR",22338.0," Short Rd, Hilmar 2024 Dairy AR",rancho_cordova,1,,39,40,manure,x,Ken Van Foeken Dairy #1,22338 Short Road Hilmar CA 95324,Silva & Sons LLC,23616 Williams Avenue Hilmar CA 95324,Silva & Sons LLC,23616 Williams Avenue Hilmar 95324,23616 Williams Avenue Hilmar 95324,,,Broker,,2024-05-19,,,1500.0,70.7,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
22426 E Monte Vista Ave Denair 2024 Dairy AR,22426.0, E Monte Vista Ave Denair 2024 Dairy AR,rancho_cordova,1,,41,42,wastewater,x,Sierra Vista Dairy,22426 E. Monte Vista Ave. Denaiir 95316,Fta Lagoon Ma,P.O. Box 1001 Turlock 95381,Brule Burroughs,22427 E Monte Vista Denair 95316,,,042-150-062,Farmer,,2024-11-12,,2346500.0,,,,,,,247 Loads @ 9500 Gallons Per Load.,,,,9500.0,247.0,,,False,R5-2007-0035_general_order
22426 E Monte Vista Ave Denair 2024 Dairy AR,22426.0, E Monte Vista Ave Denair 2024 Dairy AR,rancho_cordova,2,,43,44,wastewater,x,Sierra Vista Dairy,22426 E. Monte Vista Ave. Denaiir 95316,Fta Lagoon Ma,,Mike Mccauley,4032 Bledsoe Rd. Denair 95316,,,042-020-025,Farmer,,2024-11-12,,522500.0,,,,,,,55 Loads @ 9500 Gallons Per Load.,,,,9500.0,55.0,,,False,R5-2007-0035_general_order
22426 E Monte Vista Ave Denair 2024 Dairy AR,22426.0, E Monte Vista Ave Denair 2024 Dairy AR,rancho_cordova,3,,45,46,wastewater,x,Sierra Vista Dairy,22426 E. Monte Vista Ave. Denaiir 95316,Fta Lagoon Ma,P.O. Box 1001 Turlock 95381,Ward Burroughs,22323 E. Monte Vista Denair 95316,,,042-150-068,Farmer,,2024-11-12,,389500.0,,,,,,,41 Loads @ 9500 Gallons Per Load.,,,,9500.0,41.0,,,False,R5-2007-0035_general_order
22578 W Henry Miller Rd Los Banos 2024 Dairy AR,22578.0, W Henry Miller Rd Los Banos 2024 Dairy AR,rancho_cordova,1,,25,26,manure,x,D.V. Silveira & Son Dairy,22578 Henry Miller Rd Los Banos CA 93635,Silva & Sons LLC,23616 Williams Avenue Hilmar CA 95324,Silva & Sons LLC,23616 Williams Avenue Hilmar 95324,23616 Williams Avenue Hilmar 95324,,,Broker,,2024-10-24,,,1800.0,90.1,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
"22682 W. Williams Ave, Hilmar 2024 Dairy AR",22682.0," W. Williams Ave, Hilmar 2024 Dairy AR",rancho_cordova,1,,24,25,manure,x,Vierra Dairy Farms #2,22682 Williams Ave Hilmar 95324,Silva & Sons Custom Spreading,P.O Box 1350 Hilmar 95324,Vierra Dairy Farms,23160 Williams Ave Hilmar 95324,23160 Williams Ave Hilmar 95324,,,,,2024-04-03,,,1000.0,80.5,,,,@ 12 Tons Der Load,,,,,,,,,False,R5-2007-0035_general_order
"22682 W. Williams Ave, Hilmar 2024 Dairy AR",22682.0," W. Williams Ave, Hilmar 2024 Dairy AR",rancho_cordova,2,,26,27,manure,x,Vierra Dairy Farms #2,22682 Williams Ave Hilmar 95324,Silva & Sons Custom Spreading,P.O Box 1350 Hilmar 95324,Crane Dairy,20633 W. Crane Ave Hilmar 95324 209-667-4868,20633 W. Crane Ave Hilmar 95324,,,,2024-05-03,2024-05-04,,,3870.0,80.5,,,,@ 12 Tons Dcr Load,,,,,,,,,False,R5-2007-0035_general_order
22759 S Mercy Springs Rd Los Banos 2024 Dairy AR,22759.0, S Mercy Springs Rd Los Banos 2024 Dairy AR,rancho_cordova,1,,59,60,wastewater,x,Teixeira & Sons (Formerly John & Nicole Santos Dairy),22759 S Mercey Springs Rd Los Banos Merced 93635,F And Alagoon Management,2930 Geer Rd Turlock Ca 95382,Teixeira & Sons,22759 Mercy Springs Rd Los Banos CA 93635,Los Banos 93635,Mercy Springs Merced,,Farmer,,2024-01-01,,3700000.0,,,,,,,370 Loads X 10000 Gallons,,,,10000.0,370.0,,,False,R5-2007-0035_software
22759 S Mercy Springs Rd Los Banos 2024 Dairy AR,22759.0, S Mercy Springs Rd Los Banos 2024 Dairy AR,rancho_cordova,2,,61,62,manure,x,Teixeira & Sons (Formerly John & Nicole Santos Dairy),22759 S Mercey Springs Rd Los Banos Merced 93635,Azevedo Trucking,6465 W Hwy 152 Dos Palos Ca 93620,Teixeira & Sons,22759 Mercy Springs Rd Los Banos CA 93635,Los Banos 93635,Mercy Springs Merced,,Farmer,,2024-08-16,,,5018.0,80.1,,,,193 Loads X 26 Tons,,193.0,26.0,,,,,,False,R5-2007-0035_software
"22846 Second Ave, Stevinson 2024 Dairy AR",22846.0," Second Ave, Stevinson 2024 Dairy AR",rancho_cordova,1,,58,59,manure,x,California Dairy Farms-Stevinson,22846 W. Second Ave Stevinson CA 95374,Hinds Manure Spreading,19075 3Rd Ave Stevinson CA 95374,Souza Brothers Dairy,3887 Mccullagh Rd Stevinson 95374,3887 Mccullagh Rd Stevinson 95374,,,Farmer,,2024-05-11,,,1600.0,88.7,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
22922 Kilburn Rd Crows Landing 2024 Dairy AR,22922.0, Kilburn Rd Crows Landing 2024 Dairy AR,rancho_cordova,1,,110,111,manure,x,Moonshine Dairy,22748 Kilburn Road Crows Landing CA 95313,A.L.P. Custom Spreading INC,P O Box 218 Newman CA 95360,A J. Borba Holsteins,P.O.Box 670 Hilmar CA 95360,River Road Newman CA 95360,,,Farmer,,2024-05-08,,,3408.0,,,,,284 Loads X 12 Tons Each 3408 Total,,284.0,12.0,,,,,,False,R5-2007-0035_general_order
22922 Kilburn Rd Crows Landing 2024 Dairy AR,22922.0, Kilburn Rd Crows Landing 2024 Dairy AR,rancho_cordova,2,,112,113,manure,x,Moonshine Dairy,22748 Kilburn Road Crows Landing CA 95313,A.L.P. Custom Spreading INC,P.O. Box 218 Newman CA 95360,Joe Oliveira Dairy 19104 W Crane Ave Hilmar CA 95324,,Joe Oliveira Dairy 19104 W Crane Ave Hilmar CA 95324,,,,,2024-07-25,,,51.22,,,,,Weigh tags,,,,,,,,,False,R5-2017-0000_general_order
22922 Kilburn Rd Crows Landing 2024 Dairy AR,22922.0, Kilburn Rd Crows Landing 2024 Dairy AR,rancho_cordova,3,,114,115,manure,x,Moonshine Dairy,22748 Kilburn Road Crows Landing CA 95313,A.L.P. Custom Spreading INC,P.O. Box 218 Newman CA 95360,Machado Dairy 7413 S. Mitchell Road Turlock CA 95380,,Machado Dairy 7413 S. Mitchell Road Turlock CA 95380,,,,,2024-07-25,,,129.83,,,,,Weigh tags,,,,,,,,,False,R5-2017-0000_general_order
22922 Kilburn Rd Crows Landing 2024 Dairy AR,22922.0, Kilburn Rd Crows Landing 2024 Dairy AR,rancho_cordova,4,,116,117,manure,x,Moonshine Dairy,22748 Kilburn Road Crows Landing CA 95313,A.L.P. Custom Spreading INC,P.O. Box 218 Newman CA 95360,David Alves 19590 Johnson Ave Hilmar CA 95324,,David Alves 19590 Johnson Ave Hilmar CA 95324,,,,,2024-09-14,,,49.3,,,,,Weigh tags,,,,,,,,,False,R5-2017-0000_general_order
22922 Kilburn Rd Crows Landing 2024 Dairy AR,22922.0, Kilburn Rd Crows Landing 2024 Dairy AR,rancho_cordova,5,,118,119,manure,x,Moonshine Dairy,22748 Kilburn Road Crows Landing CA 95313,A.L.P. Custom Spreading INC,P.O. Box 218 Newman CA 95360,A. J. Borba Holsteins P.O. Box 670 Hilmar CA 95324,,River Road Newman CA 95360,,,,,2024-10-16,,,3528.0,,,,,Weigh tags,,,,,,,,,False,R5-2017-0000_general_order
23234 Lone Tree Rd Escalon 2024 Dairy AR,23234.0, Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,1,,79,80,manure,x,Crupside Duris,23234 Lone Tree Ed Escalar 95320,Brasil & Sons,21768 E Lone Rd Exala 95320,Skiff Ranch 24323 6 Skir Rol Escala 95320 838-180,Skiff Ranch 24323 E Skiff Rd Escalon 95320,,,"207-020-02,207-030-14",,,2024-05-10,,,770.0,,69.1,,,77 Loads @10T Lood,,70.0,10.0,,,,,,False,R5-2007-0035_general_order
"23546 W. American Ave, Hilmar 2024 Dairy AR",23546.0," W. American Ave, Hilmar 2024 Dairy AR",rancho_cordova,1,,93,94,manure,x,Double Cross,7025 S. Central Ave Turlock 95380,Silva-Sons Spreading,23616 Williams Ave Tinak,Double Cross #4,6006 Central Ave Turlock 95380,6006 Central Ave Turlock 95380 ,,,,,2024-05-25,,,1125.0,46.5,,,,@12 Tons Pck Load,,,12.0,,,,,,False,R5-2007-0035_general_order
"23546 W. American Ave, Hilmar 2024 Dairy AR",23546.0," W. American Ave, Hilmar 2024 Dairy AR",rancho_cordova,2,,95,96,wastewater,x,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,,,Cmc Jerseys,23204 Bloss Ave Hilmar CA 95324,23204 Bloss Ave Hilmar CA 95324,,,,,2024-06-03,,1260000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
"23546 W. American Ave, Hilmar 2024 Dairy AR",23546.0," W. American Ave, Hilmar 2024 Dairy AR",rancho_cordova,3,,97,98,wastewater,x,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,,,Cmc Jerseys,23204 Bloss Ave Hilmar CA 95324,23204 Bloss Ave Hilmar CA 95324,,,,,2024-07-25,,990000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
"23546 W. American Ave, Hilmar 2024 Dairy AR",23546.0," W. American Ave, Hilmar 2024 Dairy AR",rancho_cordova,4,,99,100,wastewater,x,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,,,Cmc Jerseys,23204 Bloss Ave Hilmar CA 95324,23204 Bloss Ave Hilmar CA 95324,,,,,2024-08-03,,816000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
"23546 W. American Ave, Hilmar 2024 Dairy AR",23546.0," W. American Ave, Hilmar 2024 Dairy AR",rancho_cordova,5,,101,102,wastewater,x,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,,,Cmc Jerseys,23204 Bloss Ave Hilmar CA 95324,23204 Bloss Ave Hilmar CA 95324,,,,,2024-08-14,,744000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
"23546 W. American Ave, Hilmar 2024 Dairy AR",23546.0," W. American Ave, Hilmar 2024 Dairy AR",rancho_cordova,6,,103,104,wastewater,x,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,,,Cmc Jerseys,23204 Bloss Ave Hilmar CA 95324,23204 Bloss Ave Hilmar CA 95324,,,,,2024-08-23,,468000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
"23546 W. American Ave, Hilmar 2024 Dairy AR",23546.0," W. American Ave, Hilmar 2024 Dairy AR",rancho_cordova,7,,105,106,wastewater,x,Charles Ahlem Ranches,23546 W. American Ave Hilmar CA 95324,,,Cmc Jerseys,23204 Bloss Ave Hilmar CA 95324,23204 Bloss Ave Hilmar CA 95324,,,,,2024-09-03,,645000.0,,,,,,,FM,,,,,,,,False,R5-2007-0035_general_order
24065 E Arthur Rd Escalon 2024 Dairy AR,24065.0, E Arthur Rd Escalon 2024 Dairy AR,rancho_cordova,1,,48,49,wastewater,x,R&S Dairy,24065 E. Arthur Road Escalon CA 95320,Silva Liquid Injection,22600 N. Pearl Road Acampo CA 95220,Reid Ranch 15885 S. Escalon Bellota Rd. Escalon CA 95320,Reid Ranch 15885 S. Escalon Bellota Rd. Escalon CA 95320,15885 S. Escalon Bellota Rd. Escalon CA,,229-070-09,Farmer,2024-05-01,2024-05-05,,2400000.0,,,,,,,Hauler's Calculations,,,,,,,,False,R5-2013-0122_general_order
"24093 W. American Ave, Hilmar 2024 Dairy AR",24093.0," W. American Ave, Hilmar 2024 Dairy AR",rancho_cordova,1,,90,91,manure,x,Lander Heifer Facility,10507 Lander Ave Turlock 95380,Joshua Holsapple Fertilizer Spreading INC,4101 Berkely Ave Turlock 95380,JHFS INC 4101 N. Berkely Ave Turlock 95380,JHFS INC 4101 N. Berkely Ave Turlock 95380,4101 N. Berkely Ave Turlock 95380,,,,2024-09-20,2024-12-04,,,7404.0,8.4,,,,Box-Sereacting Div,,,,,,,,,False,R5-2007-0035_general_order
24586 E Lone Tree Rd Escalon 2024 Dairy AR,24586.0, E Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,1,,46,47,manure,x,Kool Haas #2,24544 Lone Tree Road Escalon 95320,Van Ruter Farms,22339 River Rd. Escalan 95320,22339 River Rd Escalon 95320,22339 River Rd Escalon 95320,22339 River Rd Escalon 95320,,0245-0250-0009-0000,,,2024-07-24,,,1173.0,,,,,Hauler's Calculations.,,,,,,,,,False,R5-2007-0035_general_order
24586 E Lone Tree Rd Escalon 2024 Dairy AR,24586.0, E Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,2,,48,49,manure,x,Kool Haas #2,24544 Lone Tree Road Escalar 95320 Zip Code,Van Ruter Farms,22339 River Rd. Escalan 95320,Glen Van Ruler,22389 River Rd Escalon 95320,22339 River Rd Escalon,,0245-0250-0009-0000,,,2024-10-15,,,373.0,,,,,Hauler's Calculations.,,,,,,,,,False,R5-2007-0035_general_order
25381 E Dodds Rd Escalon 2024 Dairy AR,25381.0, E Dodds Rd Escalon 2024 Dairy AR,rancho_cordova,1,,36,37,manure,x,FDB Dairy,25381 E Doods Rd Escalon 95320,Brasil Spreading,21768 Lone Tree Rd Escalon 95330,Victor Brasil,21768 Lime Tree Rd. Escalo 95320,Edwards/Campbell Escala 95320,,0247-0150-0650-0000,,,2024-11-13,,,935.0,,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_general_order
25381 E Dodds Rd Escalon 2024 Dairy AR,25381.0, E Dodds Rd Escalon 2024 Dairy AR,rancho_cordova,2,,38,39,manure,x,FDB Dairy,25381 E. Dodds Rd Escala 95320,Brasil Spreading,21768 Lone Tree Rd Escala 95320,Victor Brasil,21768 Lone Tree Rd. Escalon 95320,21768 Lone Tree Rd Escalon 95320,,0247-0150-0650-0000,,,2024-05-30,,,148.0,,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_general_order
"25762 Turner Ave, Hilmar 2024 Dairy AR",25762.0," Turner Ave, Hilmar 2024 Dairy AR",rancho_cordova,1,,43,44,manure,x,6 D Dores Dairy,25762 Turner Avenue Hilmar CA 95324,Dores Ag Services INC.,22846 Second Avenue Stevinson CA 95374,Dores Ag Services INC. 22846 Second Avenue Stevinson 95374,Dores Ag Services INC. 22846 Second Avenue Stevinson 95374,Third Avenue & Cemetery Road Merced County,,,Broker,,2024-10-16,,,1700.0,82.26,,,,Number Of Truckloads X Average Truck Weight,,,,,,,,,False,R5-2007-0035_general_order
26135 W Malta Rd Gustine 2024 Dairy AR,26135.0, W Malta Rd Gustine 2024 Dairy AR,rancho_cordova,1,,48,49,manure,x,Moonlight Ranch,12383 S Schultz Rd Chowchilla CA 93510,Moonlight Ranch,12383 S Schultz Rd Chowchilla CA 93510,Moonlight Ranch Chowchilla CA,,12383 S Schultz Rd Chowchilla 93610,,,Broker,,,,,2200.0,,,,,Scale,,,,,,,,,False,R5-2017-0000_general_order
26222 N Elliott Rd Galt 2024 Dairy AR,26222.0, N Elliott Rd Galt 2024 Dairy AR,rancho_cordova,1,,75,76,manure,x,Toledo Dairy,26280 N. Elliot Rd. Galt 95632,Juan Jiminez,16725 Escalon-Bellota Rd. Escalon 95320,Gro-Well Brands INC,4343 S. Mckinley Ave. Stockton 95206,4343 S. Mckinley Ave. Stockton 95206,,,Composting Facility,2024-03-01,2024-04-18,,,720.0,56.1,,,,72 Loads Hauled At Approximately 10 tons Per Load.,,72.0,10.0,,,,,,False,R5-2007-0035_general_order
26222 N Elliott Rd Galt 2024 Dairy AR,26222.0, N Elliott Rd Galt 2024 Dairy AR,rancho_cordova,2,,77,78,manure,x,Toledo Dairy,26280 N. Elliot Rd. Galt 95632,Juan Jiminez,16725 Escalon-Bellota Rd. Escalon 95320,Kellog Garden Products,12686 Locke Rd. Lockeford 95237,12686 Locke Rd. Lockeford 95237 ,,,Composting Facility,2024-03-01,2024-09-18,,,760.0,70.1,,,,76 Loads Hauled At Approximately 10 tons Per Load.,,76.0,10.0,,,,,,False,R5-2007-0035_general_order
26230 S Union Rd Manteca 2024 Dairy AR,26230.0, S Union Rd Manteca 2024 Dairy AR,rancho_cordova,1,,50,51,manure,x,Machado Dairy,26234 S Union Rd Manteca CA 95337,Bill Cambra,21165 S. Airport Way Manteca 95337,Cardoza Brothers,24421 S Airport Way Manteca CA 95337,,,241-350-270-000,,2024-09-21,2024-09-30,,,3930.0,,,,,393 Loads Hauled At Approximately 10 Tons Per Load.,,939.0,10.0,,,,,,False,R5-2007-0035_general_order
26290 S Union Rd Manteca 2024 Dairy AR,26290.0, S Union Rd Manteca 2024 Dairy AR,rancho_cordova,1,,101,102,manure,x,Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,ALP,P.O. Box 218 Newman CA 95360,Dustan Meredith,5400 E. Almondwood Drive Manteca CA 95337,5400 E. Almondwood Road Manteca CA,,226-090-01,Farmer,,2024-05-20,,,1000.0,,26.9,,,100 Loads At 10 Ton Per Load,,100.0,10.0,,,,,,False,R5-2007-0035_general_order
26290 S Union Rd Manteca 2024 Dairy AR,26290.0, S Union Rd Manteca 2024 Dairy AR,rancho_cordova,2,,103,104,wastewater,x,Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,Ray & Sue Quaresma Dairy-Via Pipeline,26290 S. Union Road Manteca CA 95337,Cardoza Brothers,24412 S. Airport Way Manteca CA 953373,24412 S. Airport Way Manteca CA 95337 241-350-26,,241-350-27,Farmer,2024-05-18,2024-05-22,,6468000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_general_order
26290 S Union Rd Manteca 2024 Dairy AR,26290.0, S Union Rd Manteca 2024 Dairy AR,rancho_cordova,3,,105,106,wastewater,x,Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,Ray & Sue Quaresma Dairy-Via Pipeline,26290 S. Union Road Manteca CA 95337,Cardoza Brothers,24412 S. Airport Way Manteca CA 953373,24412 S. Airport Way Manteca CA 95337 241-350-26,,241-350-27,Farmer,2024-10-09,2024-10-14,,7234320.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_general_order
"26290 SOuth Union Road, Manteca 2024 Dairy AR",26290.0," SOuth Union Road, Manteca 2024 Dairy AR",rancho_cordova,1,x,101,102,manure,x,Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,ALP,P.O. Box 218 Newman CA 95360,Dustan Meredith,5400 E. Almondwood Drive Manteca CA 95337,5400 E. Almondwood Road Manteca CA,,226-090-01,Farmer,,2024-05-20,,,1000.0,,26.9,,,100 Loads At 10 Ton Per Load,,100.0,10.0,,,,,,False,R5-2007-0035_general_order
"26290 SOuth Union Road, Manteca 2024 Dairy AR",26290.0," SOuth Union Road, Manteca 2024 Dairy AR",rancho_cordova,2,x,103,104,wastewater,x,Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,Ray & Sue Quaresma Dairy-Via Pipeline,26290 S. Union Road Manteca CA 95337,Cardoza Brothers,24412 S. Airport Way Manteca CA 953373,24412 S. Airport Way Manteca CA 95337 241-350-26,,241-350-27,Farmer,2024-05-18,2024-05-22,,6468000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_general_order
"26290 SOuth Union Road, Manteca 2024 Dairy AR",26290.0," SOuth Union Road, Manteca 2024 Dairy AR",rancho_cordova,3,x,105,106,wastewater,x,Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,Ray & Sue Quaresma Dairy-Via Pipeline,26290 S. Union Road Manteca CA 95337,Cardoza Brothers,24412 S. Airport Way Manteca CA 953373,24412 S. Airport Way Manteca CA 95337 241-350-26,,241-350-27,Farmer,2024-10-09,2024-10-14,,7234320.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_general_order
26298 Groves Rd Farmington 2024 Dairy AR,26298.0, Groves Rd Farmington 2024 Dairy AR,rancho_cordova,1,,26,27,manure,x,Machado Dairy Farms #4,26298 Groves Road,Machado Dairy Farms,,Tony Borba Dairy,23844 Dodds Road Escalon CA 95320,23844 Dodds Road Escalon CA 95320,,"207-170-02, 207-180-01",Farmer,,2024-10-15,,,1650.0,,72.3,,,85.5 Loads At 20 Ton Per Load,,85.5,20.0,,,,,,False,R5-2007-0035_general_order
26298 Groves Rd Farmington 2024 Dairy AR,26298.0, Groves Rd Farmington 2024 Dairy AR,rancho_cordova,2,,28,29,manure,x,Machado Dairy Farms #4,26298 Groves Road,Machado Dairy Farms,,Tony Borba Dairy,23844 Dodds Road Escalon CA 95320,23844 Dodds Road Escalon CA 95320,,"207-170-02, 207-180-01",Farmer,,2024-05-10,,,1060.0,,60.9,,,53 Loads At 20 Ton Per Load,,53.0,20.0,,,,,,False,R5-2007-0035_general_order
26972 N Dustin Rd Acampo 2024 Dairy AR,26972.0, N Dustin Rd Acampo 2024 Dairy AR,rancho_cordova,1,,28,29,manure,x,Sited Oak Dairy,26972 N. Dustin Rd. Acampo 95220,Jagjwan Dhaliwal,217 Saint Andrews Rd. Valley Springs 95252,,217 Saint Andrews Rd. Valley Springs 95252,217 Saint Andrews Rd. Valley Springs 95252,,,Garden,,2024-09-07,,,3.68,52.4,,,,Loader Bucket Weighed @ 1 Scoop,,,,,,,,,False,R5-2007-0035_general_order
