Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Address,Destination Type,Haul Date,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Density,Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Source PDF,Manifest Number,Origin Dairy Address (Geocoded),Destination Address (Geocoded)
,20799 Road 132 Tulare Ca 93274,Cain Tricking Inc.,23004 Road 140 Tulare 93274,Cain Trucking Inc. 23004 Road 140 Tulare 93274,7559 Ave. 152 Tipton 93272,,4/17-18/24 5/2-3/24 11/8/24,,1712.5,,,The Amount.,Written Agreement,2024AR_Riverbend Dairy_20799 Rd 132_Tulare,2,"(36.156935387364, -119.280052799396)","(36.065202036903, -119.402698566859)"
,20303 Road 140 Tulare Ca 93274,Cain Tricking Inc.,23004 Road 140 Tulare 93274,Cain Trucking Inc. 23004 Road 140 Tulare 93274,7559 Ave. 152 Tipton 93272,,4/181927/2024 8/8/24 11/11-12/24,,2283.0,,,The Amount.,Written Agreement,2024AR_Riverbend East Dairy_20303 Rd 140_Tulare,1,"(36.155694972462, -119.259657220937)","(36.065202036903, -119.402698566859)"
Rocky Road Dairy,,Wmj Farms,,Wmj Farms,9257 Ave. 416 Dinuba 93618,Broker,11/01/2024,,2475.0,,,Truck Loads,,2024AR_Rocky Road Dairy_8715 Ave 368_Tulare,1,,"(36.545012391426, -119.366190433207)"
Rocky Road Dai,,Valley Manure Spreading Inc.,,Valley Manure Spreading Inc.,Dinuba 93618,Broker,12/05/2024,,2000.0,,,Truck Loads,,2024AR_Rocky Road Dairy_8715 Ave 368_Tulare,2,,"(36.541864, -119.39373)"
Rui Brasil Dairy,,Rodriguez Bros Spreading,,Rodriguez Bros Spreading,Visalia 92391,Broker,04/09/2024,,3185.0,,,Tons Per Load,,2024AR_Rui and Jennifer Brasil Dairy_8061 Ave 360_Tulare,1,,"(34.2413139, -117.2322977)"
Sis Dairy,,Vandervis,25908 Rd 92 Tulare 93274,Dooley Ranches 13551. Ist Ave Hanford 93230 559-901-6228,13551 Ist Ave Hanford 93230,,1-1-24 -12-31-24,,1725.0,,,The,Written Agreement,2024AR_S & S Dairy_5311 Avenue 272_W Tulare,1,,"(36.332851, -119.647705)"
,3243 Houston Ave. Hanford 93230,,,Manuel Name Costa Number 13243 And Street Houston Ave. Hanford 93230,,,Entire Year,,6800.0,,,The Amount.,Written Agreement,2024AR_S&A Dairy_13243 Houston Ave_Kings,1,"(36.298852056174, -119.525400216621)",
Santos Jer-2,,Slover Bros,15302 Ave. 288 Visalia 93292,Slover Name® Bros 15302 Number And Ave. Street 288 Visalia City 93292 Zip Code 7349468 Phone Number,Rd.148.2 Ave. 248 Tware 93274,,Oct. 29 2024,,306.25,,,6.25 Ton Ave,Written Agreement,2024AR_Santos Jer-Z Dairy_Tulare,1,,"(36.240305107661, -119.340188416333)"
,13376 Avenue 224 Tulare Ca 93274,Cain Twicking Inc.,23004 Road 140 Tulare 93274,Cain Trucking Inc. 23004 Road 140 Tulare 93274,7559 Ave. 152 Tipton 93272,Composting Facility,April 9-10 26 29-30 2024 1 May 1-2 2024,,7873.5,,,The Amount.,Written Agreement,2024AR_Sierra View Dairy+13376 Ave 224_Tulare,1,"(36.197300202305, -119.274610178207)","(36.065202036903, -119.402698566859)"
Skyline Dairy,15992 Ave 192 Tulare Ca 93274,Turning Leaf Organics,14982 Road 152 Tipton Ca 93272,Turning Leaf Organics 14982 Road 152 Tipton Ca 93272,,Composting Facility,,,14513.0,,,The,Written Agreement,2024AR_Skyline Dairy_15992 Ave 192_Tulare,1,"(36.139537531947, -119.21520612166)",
,,,,,,,,,3520.0,,,,,2024AR_Skyline Dairy_15992 Ave 192_Tulare,2,,
,,,,,,,,,1800.0,,,,,2024AR_Skyline Dairy_15992 Ave 192_Tulare,3,,
Solo Dairy,1495 Jumper Ave Wasco 93280,,,Harry & Jacob Samaria 13630 Mencham Rd,,,Entire Year,,3800.0,,,The Amount.,Written Agreement,2024AR_Solo Dairy_11495 Jumper Ave_Kern,1,"(35.565105479271, -119.420681896029)",
Sousa Dairy,,Sousa Ag Compost Inc,P.O Box 725 Stratford 93266,John Sousa P.O Box 725 Stratford 93266 559-469-7017,,Broker,9-5-24/9-29-24,,1200.0,,,The,Written Agreement,2024AR_Sousa Dairy_7709 Ave 376_Tulare,1,,
South Corner Dairy,8150 Ave 360 Visalia Ca 93291,Trinidad Macias,13301 Ave 428 Orosi Ca 93647,Name Number And Street City Zip Code Phone Number,23530 E. Kings Canyon Rd Reedley Ca 93654,Composting Facility,,,638.0,,,The,Written Agreement,2024AR_South Corner Dairy_8150 Ave 360_Tulare,1,"(36.444336178919, -119.389794040187)","(36.726904384199, -119.364200485574)"
,,,,,,,,,440.0,,,,,2024AR_South Corner Dairy_8150 Ave 360_Tulare,2,,
South Creek Dairy,11450 Avenue 64 Earlimart Ca 93219,Etchegaray Farms Llc,,Name Number And Street City Zip Code Phone Number,333-230-008 333-230-009 333-180-014 313-030-014,,,,800.0,,,The,Written Agreement,2024AR_South Creek Dairy_11450 Avenue 64_W Tulare,1,"(35.906848020808, -119.316382985244)","(36.374105693, -119.27023)"
South Lest Dairy (Former Milk Time Dairy),,Ritchie Lest Farms Inc.,,El Nido Ranch,7792 Nickle Rd Dos Palos 93620,Farmer,05/16/2024,,750.0,,,Number Of Loads Multiplied By Load Weight,,2024AR_South Iest Dairy (former Milk Time Dairy)_12519 Road 16_Madera,1,,"(37.174345672677, -120.682582827603)"
South Lest Dairy (Former Milk Time Dairy),,Ritchie Lest Farms Inc.,,El Nido Ranch,7792 Nickle Rd Dos Palos 93620,Farmer,08/09/2024,,1865.0,,,Number Of Loads Multiplied By Load Weight,,2024AR_South Iest Dairy (former Milk Time Dairy)_12519 Road 16_Madera,2,,"(37.174345672677, -120.682582827603)"
South Lest Dairy (Former Milk Time Dairy),,Ritchie Lest Farms Inc.,,El Nido Ranch,7792 Nickle Rd Dos Palos 93620,Farmer,11/15/2024,,734.0,,,Number Of Loads Multiplied By Load Weight,,2024AR_South Iest Dairy (former Milk Time Dairy)_12519 Road 16_Madera,3,,"(37.174345672677, -120.682582827603)"
Souza'S Dairy Inc.,,Burrows Larry & Tony Trucking And Spreading,,Burrows Larry & Tony Trucking And Spreading,11751 W. Jensen Ave Kerman 93630,Broker,01/01/2024,,3300.0,,,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled.,,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,1,,"(36.704855704077, -120.002330280841)"
Souza'S Dairy Inc.,,Burrows Larry & Tony Trucking And Spreading,,Burrows Larry & Tony Trucking And Spreading,11751 W. Jensen Ave Kerman 93630,Broker,02/08/2024,,1100.0,,,{Frit Ineoat Ot Somtnteptciniss Sentin Enett« Tesensrstcrenttrtsnettersrseni Tmtrt Tretttty — Matcamiette Ft} Tnrhntent Natn Tt Ettaotte Snes Puamtctnnitcrnies Tat Snes Peiencamnrets Eatetiemmnctnnttenes Fe Miciteti Inte Sanceenteriecemmatetety Ool Mecemniataenin Oh Emma Smtnmmtecmmnies Ommpcimitcnitc Mr Wee Ta Etnaaeeteey,,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,2,,"(36.704855704077, -120.002330280841)"
Souza'S Dairy Inc.,,Burrows Larry & Tony Trucking And Spreading,,Gill Farms,Kerman 93630,Farmer,03/13/2024,,1300.0,,,Yor Tne Te Dp Ts A Ronit # Itr Bee Erent Alte Mens Mn I Maps Nmin Tin Imenimrenienne Meanest Utearafecanenmtonnat Tena Intr Ntes Mintts On Rirtite Rotate Ee Ee Oa Rmareareemtetited 6 Meeteperomtee Ne Say N Totem Atnaayins Anemia Bce Tam Oe,,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,3,,"(36.7294263, -120.0658064)"
Souza'S Dairy Inc.,,Burrows Larry & Tony Trucking And Spreading,,Burrows Larry & Tony Trucking And Spreading,11751 W. Jensen Ave Kerman 93630,Broker,05/21/2024,,2000.0,,,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled.,,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,4,,"(36.704855704077, -120.002330280841)"
Souza'S Dairy Inc.,,Burrows Larry & Tony Trucking And Spreading,,Burrows Larry & Tony Trucking And Spreading,11751 W. Jensen Ave Kerman 93630,Broker,10/18/2024,,1925.0,,,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled.,,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,5,,"(36.704855704077, -120.002330280841)"
Sun Valley Dairy,255 Road 128 Delano Ca 93215,Etchegaray Farms,32324 Famoso Rd Mc Farland Ca 93250,Etchegaray Farms 32324 Famoso Rd Mc Farland Ca 93250,,,,,1279.78,,,The,Written Agreement,2024AR_Sun Valley Dairy_255 Road 128_W Tulare,1,"(35.795202998349, -119.286634018312)",
Sun Valley Dairy,255 Road 128 Delano Ca 93215,Saul S Her,17899 S. Del Rey Ave. Kingsburg Ca 93631,Sierra Cal Ranch,Avenue 8 And West Of Road 128,,,,6000.0,,,The,Written Agreement,2024AR_Sun Valley Dairy_255 Road 128_W Tulare,2,"(35.795202998349, -119.286634018312)","(36.704477009692, -119.56097496653)"
Sun Valley Dairy,255 Road 128 Delano Ca 93215,Saul S Her,17899 S. Del Rey Ave. Kingsburg Ca 93631,Tipton Ranch,10786 Ave 144 Tipton Ca 93272,,,,900.0,,,The,Written Agreement,2024AR_Sun Valley Dairy_255 Road 128_W Tulare,3,"(35.795202998349, -119.286634018312)","(36.054138804811, -119.332542288738)"
Pete Vander Poel Dairy Sunset Ranch,194393 Road 140 Tulare Ca 93274,Triple M Custom Chopping And Manure Spreading Inc,Po Box 1020 Tulare Ca 93275,P&M Dairy 9535 Avenue 160 Tipton Ca 93272,Field 5,Farmer,,,144.0,,,The,Written Agreement,2024AR_Sunset Ranch_19493 Rd 140_Tulare,1,"(36.204429128146, -119.260207881295)","(None, None)"
Pete Vander Poel Dairy Sunset Ranch,194393 Road 140 Tulare Ca 93274,Triple M Custom Chopping And Manure Spreading Inc,Po Box 1020 Tulare Ca 93275,P&M Dairy 9535 Avenue 160 Tipton Ca 93272,Field 5,Farmer,,,163.0,,,The,Written Agreement,2024AR_Sunset Ranch_19493 Rd 140_Tulare,2,"(36.204429128146, -119.260207881295)","(None, None)"
Pete Vander Poel Dairy Sunset Ranch,194393 Road 140 Tulare Ca 93274,Triple M Custom Chopping And Manure Spreading Inc,Po Box 1020 Tulare Ca 93275,P&M Dairy 9535 Avenue 160 Tipton Ca 93272,Field 4,Farmer,,,186.0,,,The,Written Agreement,2024AR_Sunset Ranch_19493 Rd 140_Tulare,3,"(36.204429128146, -119.260207881295)","(None, None)"
T-Bar Dairy,,Cain Trucking,,Cain Trucking,7559 Avenue 152 Tipton 93272,Composting Facility,07/30/2024,,1269.0,,,Number Of Loads Multiplied By Load Weight,,2024AR_T-Bar Dairy_14851 Rd 168_Tulare,1,,"(36.065202036903, -119.402698566859)"
Tri-Lest Dairy,,— Richie Lest Farms Inc.,,El Nido Ranch,7792 Nickle Rd Dos Palos 93620,Farmer,05/19/2024,,2015.0,,,Number Of Loads Multiplied By Load Weight,,2024AR_TRI-Iest Dairy_16500 Ave 14_Madera,1,,"(37.174345672677, -120.682582827603)"
Tri-Lest Dairy,,— Richie Lest Farms Inc.,,El Nido Ranch,7792 Nickle Rd Dos Palos 93620,Farmer,08/20/2024,,6011.0,,,Number Of Loads Multiplied By Load Weight,,2024AR_TRI-Iest Dairy_16500 Ave 14_Madera,2,,"(37.174345672677, -120.682582827603)"
Tri-Lest Dairy,,— Richie Lest Farms Inc.,,El Nido Ranch,7792 Nickle Rd Dos Palos 93620,Farmer,11/26/2024,,2474.0,,,Number Of Loads Multiplied By Load Weight,,2024AR_TRI-Iest Dairy_16500 Ave 14_Madera,3,,"(37.174345672677, -120.682582827603)"
Thommen Dairy,,Coit Ranch,,Robby Thommey 209-777-6690,480 Belmont Mendota Ca,,8-1-24 -712-15.24,,6200.0,,,The,Written Agreement,2024AR_Thommen Dairy_53955 W Nees Ave_Fresno,1,,"(36.749351314115, -120.386495540902)"
Thommen Dairy,,Coit Ranches,480 Belmont Mendofx,Robby Thommen 209-777-6690,480 Belmont Mendota Ca,,5-20-24 7-10-24,,3800.0,,,The,Written Agreement,2024AR_Thommen Dairy_53955 W Nees Ave_Fresno,2,,"(36.749351314115, -120.386495540902)"
,19211 Magnolia Ave. Shaffer 93263,,,Rem Composting P.O. Box 700 Wasco,,,6/1-7/24,,11000.0,,,The Amount.,Written Agreement,2024AR_Tjaarda Dairy_19211 Magnolia Ave_Kern,1,"(35.449323012833, -119.368194522846)",
Tri-Bak Dairy,9045 Ave. 368 Binuba 93618,,,Cottonwood Farms 13076 Ave. 368 Visalia 93292,,,,,6.0,,,The Amount.,Written Agreement,2024AR_Tri Bak Dairy LLC_9045 Ave 368_Tulare,1,"(36.457833264236, -119.3709055052)",
Triple Dairy.,,Slover Bros,15302 288 Visalia 93292,Slover Bros. 15302 Ave. 288 Visalia 93292 734.9468,Ave. 2482 Rd148 93274,,Od.18 28 Nov. 145 6 7 2024,,9112.5,,,The,Written Agreement,2024AR_Triple H Dairy #1_13255 Ave 212_Tulare,2,,"(36.214615263294, -119.242419606301)"
Troost Dairy,,Shut Eye Transco Llc,,Double N Farms Llc,17076 Cotton Gin Rd Los Banos 93635,Farmer,07/16/2024,,519.59,,,Number Of Loads Multiplied By Load Weight,,2024AR_Troost Dairy_27000 Road _Madera,1,,"(36.955060082001, -120.802159980313)"
Troost Dairy,,Shut Eye Transco Llc,,Ralph Hayes & Sons Inc,20177 S Macaurthur Dr Tracy 95304,Farmer,10/28/2024,,1304.28,,,Number Of Loads Multiplied By Load Weight,,2024AR_Troost Dairy_27000 Road _Madera,2,,"(37.776715963975, -121.415974461202)"
Troost Dairy,,Shut Eye Transco Llc,,Ralph Hayes & Sons Inc,20177 S Macaurthur Dr Tracy 95304,Farmer,11/03/2024,,554.04,,,Number Of Loads Multiplied By Load Weight,,2024AR_Troost Dairy_27000 Road _Madera,3,,"(37.776715963975, -121.415974461202)"
Troost Dairy,,Shut Eye Transco Llc,,Heupel Bros Farms,2480 S Burchell Ave Le Grand 95333,Farmer,11/07/2024,,160.97,,,Number Of Loads Multiplied By Load Weight,,2024AR_Troost Dairy_27000 Road _Madera,4,,"(37.251647749378, -120.288660487381)"
Troost Dairy,,Shut Eye Transco Llc,,Ralph Hayes & Sons Inc,20177 S Macaurthur Dr Tracy 95304,Farmer,11/13/2024,,884.57,,,Number Of Loads Multiplied By Load Weight,,2024AR_Troost Dairy_27000 Road _Madera,5,,"(37.776715963975, -121.415974461202)"
,28349 Los Angeles St. Shafter Ca 93263,Hargis & Sons,34378 7Th Standard Blofls. 93314,H3H Arvin Ca 93203 661-557-1933,Edison/Aran,,10/17/24,,5225.0,,,Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To,Written Agreement,2024AR_VP Legacy Farms_28349 Los Angeles St_Kern,1,"(35.49285400449, -119.37473704078)","(35.347198, -118.870959)"
,28349 Los Angeles St. Chapter Ca 93263,Hargis & Sons,34378 7Th Standard Blesels. 93314,Wilson Name Ag Number And Street Shafter City 93263 Zip Code 661-809-9375 Phone Number,Tulare St/Fresno St. Shafter 93263 Code Assessor'S Parcel,,5/16/2024 10/12/24,,300.0,,,Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To,Written Agreement,2024AR_VP Legacy Farms_28349 Los Angeles St_Kern,2,"(35.49285400449, -119.37473704078)","(36.726601506984, -119.800375879106)"
,28349 Los Angeles St. Chapter Ca 93263,Hargis & Sons,34378 7Th Standard Bleskle.,Eric Name @ Unigen Number Farms And Street Shafter Ca City Zip Code 831-673-1233 Phone Number,Palm/Tulare Ave.,,3/23/24,,258.0,,,Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To,Written Agreement,2024AR_VP Legacy Farms_28349 Los Angeles St_Kern,3,"(35.49285400449, -119.37473704078)","(36.222960497822, -119.346996000664)"
Vintage Dairy,12608 Road 144 Tipton Ca 93272,Turning Leaf Organics,14982 Road 152 Tipton Ca 93272,Helia Van Beek 14982 Road 152 Tipton Ca 93272,,Composting Facility,,,9995.0,,,The,Written Agreement,2024AR_Vintage Dairy_12608 Rd 144_Tulare,1,"(36.018541071573, -119.24611522781)",
Vitoria Farms,,Jaf Fertilizer,1275,Fagundes Bros 23732 Road 12 Chowchilla 93610 209 383 6041,Avenue 24 1/2 Road 12 Chowchilla 93610 6025 0140 0005 0000,,4/26/24,,2475.0,,,The,Written Agreement,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,1,,"(37.098165725465, -120.17404053488)"
Vitoria Farms,,Jaf Fertilizer,1275 North Ave Gustine 95322,Fagundes Bros 23732 Road 12 Chowchilla 93610 209 383 6041,Avenue 24 1/2 Road 12 Chowchilla 93610 0025 0140 0003 0000,,4/26/24,,1200.0,,,The,Written Agreement,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,2,,"(37.098165725465, -120.17404053488)"
Vitoria Farms,,Jaf Fertilizer,1275 North Ave Gustine 95322,Fagundes Bros 23732 Road 12 Chowchilla 93610 209 383 6041,Avenue 24 1/2 Road 12 Chowchilla 93610 0025 0140 0008 0000,,4/26/24,,240.0,,,The,Written Agreement,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,3,,"(37.098165725465, -120.17404053488)"
Vitoria Farms,,Jaf Fertilizer,1275 North Ave Gustine 95322,Fagundes Bros 23732 Road 12 Chowchilla 93410 209 383 6041,Avenue 24 1/2 Road 12 Chowchilla 93610 0025 0140 0008 0000,,4/26/24,,300.0,,,The,Written Agreement,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,5,,"(37.098165725465, -120.17404053488)"
Vitoria Farms,,Jof Fertilizer,1275 North Ave Gustine 95322,Fagunder Bros. 23732 Road 12 Chowchilla 93610 209 383-6040,23542 Road 13 Chowchilla 93610 025 210 003,,10/2/2024,,465.0,,,The,Written Agreement,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,6,,"(37.091209011661, -120.311355963494)"
Vitoria Farms,,Jaf Fertilizer,1275 North Ave Gustine 95322,Fagundes Bros 23732 Road 12 Chowchilla 93610 209 383 6040,11508 Ave 241/2 Chowanilla 93610 025 130 005,,10/21/24,,420.0,,,The,Written Agreement,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,7,,"(37.123933997245, -120.261512868329)"
Vitoria Farms,,Jaf Fertilizer,1275 North Ave Gustine 95322,Facunder Bros. 23732 Road 12 Chowchilla 93610 209 383-6040,23542 Road 13 Chowchilla 93610 025 210 003,,10/2/2024,,1835.0,,,The,Written Agreement,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,8,,"(37.091209011661, -120.311355963494)"
Vlot Calf Ranch,,Vlot Calf Ranch,,Triangle T Ranch,18456 Road 1 Dos Palos 93620,Farmer,05/26/2024,,6812.0,,,Number Of Loads Multiplied By Load Weight.,,2024AR_Vlot Calf Ranch_20330 Road 4_Madera,4,,"(37.016906457495, -120.524193020782)"
Vlot Calf Ranch,,Vlot Calf Ranch,,Triangle T Ranch,18456 Road 1 Dos Palos 93620,Farmer,11/15/2024,,4316.4,,,Number Of Loads Multiplied By Load Weight.,,2024AR_Vlot Calf Ranch_20330 Road 4_Madera,5,,"(37.016906457495, -120.524193020782)"
Westcreek Dairy,,B Mello Ag Services,5771 7Th Ave Hanford 93230,Wild Oak Farms 5142 Denver Ave Hanford 93230 559-707-1801,7Th Ave & Elder Ave Hanford 93230,,Septembre 9 Thru 13. 2024,,1310.0,,,The,Written Agreement,2024AR_West Creek Dairy_8409 5th Ave_Kings,1,,"(36.38661001175, -119.5830229761)"
Westcreek Dairy,,B Mello Ag Services,5771 7Th Ave Hanford 93230,Wild Oak Farms 5142 Denver Ave Hanford 93230 559-707-1801,7Th Ave & Elder Ave Hanford 93230,,October 10 Thru 15. 2024,,2140.0,,,The,Written Agreement,2024AR_West Creek Dairy_8409 5th Ave_Kings,2,,"(36.38661001175, -119.5830229761)"
White River Dairy,,Green Valley Soils,,Green Valley Soils,3754 W Birch Ave Fresno 93711,Broker,12/31/2024,,6467.0,,,Total Loads Hauled Multiplied By Average Truck Load Weight,,2024AR_White River Dairy_20400 Ave 17.5_Madera,1,,"(36.842194570621, -119.861404169286)"
White River Dairy,,Green Valley Soils,,Green Valley Soils,3754 W Birch Ave Fresno 93711,Broker,12/31/2024,,2155.52,,,Total Loads Hauled Multiplied By Average Load Weight.,,2024AR_White River Dairy_20400 Ave 17.5_Madera,2,,"(36.842194570621, -119.861404169286)"
William & John Jongsma Dairy,11598 Road 152 Pixley Ca 93256,Bakke Ag Service Inc,P.O Box 2040 Tulare Ca 93275,Merritt Farms,318-13005 300-22009,,,,12567.27,,,The,Written Agreement,2024AR_William & John Jongsma Dairy_11598 Rd 152_Tulare,1,"(35.997009806334, -119.228354813172)","(36.374105693, -119.27023)"
Zonneveld Dairies Complex,1523 E. Cerini Avenue Laton 93242,Rodrigues Bros Inc,10071 6Th Avenue Hanford 93230,Rodrigues Bros Inc. 10071 6Th Avenue Hanford 93230,10071 6Th Avenue Hanford 93230,Broker,,,902.28,,,The,Written Agreement,2024AR_Zonneveld Dairies Complex_1560 Cerini Ave_Fresno,1,"(36.459957208571, -119.771142368352)","(36.327387507226, -119.56385859268)"
Gm Silva Dairy,,Triple M Kouch,5493 Mahoney Rd Halmake,Triple M Ranch 5493 Mahoney Rd. Hilmar 95324 209-678-3425,Same As Above,,0/24/24,,490.0,,,Load,Written Agreement,"20316 Crane Ave, Hilmar 2024 Dairy AR",4,,"(21.147898, 79.093151)"
Gold Medal Ag Llc #2,,5 Star Spreading,,Eric Rocha - Hilmar,Address City Zip Code,Farmer,04/24/2024,,1380.0,,,Haulers Calcs,,"20326 Johnson Ave, Hilmar 2024 Dairy AR",6,,"(38.2964476, -76.5088295)"
Gold Medal Ag Llc #2,,5 Star Spreading,,Eric Rocha - Hilmar,Address City Zip Code,Farmer,09/04/2024,,560.0,,,Haulers Calcs,,"20326 Johnson Ave, Hilmar 2024 Dairy AR",12,,"(38.2964476, -76.5088295)"
Gold Medal Ag Llc #2,,5 Star Spreading,,Eric Rocha - Turlock,Address City Zip Code,Farmer,10/31/2024,,1280.0,,,Haulers Calcs,,"20326 Johnson Ave, Hilmar 2024 Dairy AR",14,,"(38.2964476, -76.5088295)"
Nylund Dairy Farms Llc,,Silva & Sons Custom Spreading,,Rick Ellington,19486 American Ave Hilmar 95324,Farmer,04/30/2024,,1594.8,,,Haulers Calcs,,20723 Geer Ave Hilmar 2024 Dairy AR,1,,"(37.411670669639, -120.840657726322)"
Nylund Dairy Farms Llc,,Silva & Sons Custom Spreading,,Ken Olds,19420 American Ave Hilmar 95324,Farmer,04/30/2024,,265.9,,,Haulers Calcs,,20723 Geer Ave Hilmar 2024 Dairy AR,2,,"(37.412439751165, -120.839141020942)"
Nylund Dairy Farms Llc,,Silva & Sons Custom Spreading,,Manuel Faria,21185 Williams Ave Hilmar 95324,Farmer,04/30/2024,,665.0,,,Haulers Calcs,,20723 Geer Ave Hilmar 2024 Dairy AR,3,,"(37.389511683672, -120.871685352582)"
Ornellas Dairy #1,,Mat Ornellas,20749 Lammers Rd. Tracy 95304,Sam Aziz 21459 S. Reeve Rd. Tracy 95304 209-649-8628,Reeve Rd. & Byron Rd. Tracy 95304,,April 1-15 2024,,160.0,,,The,Written Agreement,20749 S Lammers Rd Tracy 2024 Dairy AR,1,,"(37.763121019939, -121.499674972845)"
Dias Family Dairy,,Five Star Custom Spreading Inc.,,Five Star Custom Spreading Inc.,Gustine 95322,Broker,10/08/2024,,1508.0,,,Tons Per Load,,"21330 W Second Ave, Stevinson 2024 Dairy AR",1,,"(37.1515358, -121.00524)"
Clauss Dairy,,Dores Ag,22846 W. Second Ave Stevinson 95374,Forney 21522 Geer Avenue Hilmar 95324,0045-0180-0024-0000,,4/12/24,,1000.0,,,Load,Written Agreement,"21670 W Bloss Ave, Hilmar 2024 Dairy AR",5,,"(36.374105693, -119.27023)"
B-6 Dairy,Contact Person Name And Phone,Five Star Custom Spreading,219 Jensen Road Gustine Ca 95322,B & B Farms P.O. Box 922 Hilmar 95324,Merced County 0045-0330-0020-0000; 0045-0330-0021-0000,Farmer,6/5/2024,,2100.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"22014 Turner Ave, Hilmar 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.191561445113, -120.717831771493)"
B-6 Dairy,Contact Person Name And Phone,Five Star Custom Spreading,219 Jensen Road Gustine Ca 95322,B & B Farms P.O. Box 922 Hilmar 95324,Merced County 0045-0330-0020-0000; 0045-0330-0021-0000,Farmer,10/25/24,,1250.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"22014 Turner Ave, Hilmar 2024 Dairy AR",3,"(38.1302, -121.24717)","(37.191561445113, -120.717831771493)"
Double D Dairy,,Dores Ag Services,P.O. Box 65 Stevinson 95374,Phil Dores P.O. Box 65 Stevinson 95374 209-649-4503,23234 Selon Ave. Stevinson 95374,,4/29/24,,5980.0,,,Scale Weights,Written Agreement,2207 Roberts Rd Ceres 2024 Dairy AR,1,,"(37.3277179, -120.8531872)"
Ken Van Foeken Dairy #1,Contact Person Name And Phone,Silva & Sons Llc,23616 Williams Avenue Hilmar Ca 95324,Silva & Sons Llc 23616 Williams Avenue Hilmar 95324,23616 Williams Avenue Hilmar 95324,Broker,5/19/24,,1500.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"22338 Short Rd, Hilmar 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.390622411571, -120.916363913993)"
D.V. Silveira & Son Dairy,Contact Person Name And Phone,Silva & Sons Llc,23616 Williams Avenue Hilmar Ca 95324,Silva & Sons Llc 23616 Williams Avenue Hilmar 95324,23616 Williams Avenue Hilmar 95324,Broker,10/24/24,,1800.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,22578 W Henry Miller Rd Los Banos 2024 Dairy AR,1,"(38.1302, -121.24717)","(37.390622411571, -120.916363913993)"
Azevedo Dairy #3,,Gomes Farms Llc,,Gomes Farms Llc,El Nido 95317,Broker,07/11/2024,,8040.0,,,335 Loads X 24 Tons,,227 W El Nido Rd El Nido 2024 Dairy AR,1,,"(37.1366112, -120.4920421)"
Azevedo Dairy #3,,Gomes Farms Llc,,Gomes Farms Llc,El Nido 95317,Broker,11/20/2024,,2616.0,,,109 Loads X 24 Tons,,227 W El Nido Rd El Nido 2024 Dairy AR,2,,"(37.1366112, -120.4920421)"
Teixeira & Sons (Formerly John & Nicole Santos Dairy),,Azevedo Trucking,,Teixeira & Sons,Los Banos 93635,Farmer,08/16/2024,,5018.0,,,193 Loads X 26 Tons,,22759 S Mercy Springs Rd Los Banos 2024 Dairy AR,2,,"(37.0627612, -120.84921)"
California Dairy Farms - Stevinson,Contact Person Name And Phone,Hinds Manure Spreading,19075 3Rd Ave Stevinson Ca 95374,Souza Brothers Dairy 3887 Mccullagh Rd Stevinson 95374,3887 Mccullagh Rd Stevinson 95374,Farmer,5/11/2024,,1600.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"22846 Second Ave, Stevinson 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.344589502245, -120.878690863437)"
,,,,,,,,,51.22,,,,,22922 Kilburn Rd Crows Landing 2024 Dairy AR,2,,
,,,,,,,,,129.83,,,,,22922 Kilburn Rd Crows Landing 2024 Dairy AR,3,,
,,,,,,,,,49.3,,,,,22922 Kilburn Rd Crows Landing 2024 Dairy AR,4,,
