Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Type (Standardized),Destination Assessor Parcel Number,Destination County,Destination Address Final,Destination Address Final Source,Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Total Process Wastewater Exports (Gallons),Source PDF,Manifest Number,Start Page,End Page,Manifest Type,Origin Latitude,Origin Longitude,Origin City,Origin Zip,Origin County,Destination City,Destination Zip,Estimated Number of Hauls (Based on Average),Estimated Number of 10k-gallon Hauls (Based on Distribution),Estimated Number of 20k-gallon Hauls (Based on Distribution)
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-021,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,34.441258,-119.785469,2024-03-05,2024-03-12,False,,,,,945077.6666666666,5000 W Keyes Rd Modesto 2024 Dairy AR,3p4,19,20,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,108,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-004,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.75666,-120.341371,2024-03-05,2024-03-12,False,,,,,945077.6666666666,5000 W Keyes Rd Modesto 2024 Dairy AR,3p5,19,20,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,108,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-007,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.272225,-115.947025,2024-03-05,2024-03-12,False,,,,,945077.6666666666,5000 W Keyes Rd Modesto 2024 Dairy AR,3p6,19,20,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,108,95,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-020,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,37.636789,-122.462718,2024-06-16,2024-06-30,False,,,,,827669.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,4p1,21,22,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-009,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.271834,-115.946745,2024-06-16,2024-06-30,False,,,,,827669.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,4p2,21,22,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-062-029,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.496916,-120.668435,2024-06-16,2024-06-30,False,,,,,827669.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,4p3,21,22,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-021,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,34.441258,-119.785469,2024-06-16,2024-06-30,False,,,,,827669.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,4p4,21,22,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-004,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.75666,-120.341371,2024-06-16,2024-06-30,False,,,,,827669.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,4p5,21,22,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-007,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.272225,-115.947025,2024-06-16,2024-06-30,False,,,,,827669.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,4p6,21,22,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-020,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,37.636789,-122.462718,2024-07-08,2024-07-11,False,,,,,463656.8333333333,5000 W Keyes Rd Modesto 2024 Dairy AR,5p1,23,24,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,53,46,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-009,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.271834,-115.946745,2024-07-08,2024-07-11,False,,,,,463656.8333333333,5000 W Keyes Rd Modesto 2024 Dairy AR,5p2,23,24,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,53,46,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-062-029,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.496916,-120.668435,2024-07-08,2024-07-11,False,,,,,463656.8333333333,5000 W Keyes Rd Modesto 2024 Dairy AR,5p3,23,24,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,53,46,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-021,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,34.441258,-119.785469,2024-07-08,2024-07-11,False,,,,,463656.8333333333,5000 W Keyes Rd Modesto 2024 Dairy AR,5p4,23,24,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,53,46,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-004,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.75666,-120.341371,2024-07-08,2024-07-11,False,,,,,463656.8333333333,5000 W Keyes Rd Modesto 2024 Dairy AR,5p5,23,24,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,53,46,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-007,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.272225,-115.947025,2024-07-08,2024-07-11,False,,,,,463656.8333333333,5000 W Keyes Rd Modesto 2024 Dairy AR,5p6,23,24,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,53,46,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-020,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,37.636789,-122.462718,2024-02-15,2024-02-15,False,,,,,945077.6666666666,5000 W Keyes Rd Modesto 2024 Dairy AR,6p1,25,26,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,108,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-009,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.271834,-115.946745,2024-02-15,2024-02-15,False,,,,,945077.6666666666,5000 W Keyes Rd Modesto 2024 Dairy AR,6p2,25,26,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,108,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-062-029,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.496916,-120.668435,2024-02-15,2024-02-15,False,,,,,945077.6666666666,5000 W Keyes Rd Modesto 2024 Dairy AR,6p3,25,26,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,108,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-021,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,34.441258,-119.785469,2024-02-15,2024-02-15,False,,,,,945077.6666666666,5000 W Keyes Rd Modesto 2024 Dairy AR,6p4,25,26,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,108,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-004,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.75666,-120.341371,2024-02-15,2024-02-15,False,,,,,945077.6666666666,5000 W Keyes Rd Modesto 2024 Dairy AR,6p5,25,26,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,108,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-007,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.272225,-115.947025,2024-02-15,2024-02-15,False,,,,,945077.6666666666,5000 W Keyes Rd Modesto 2024 Dairy AR,6p6,25,26,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,108,95,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-020,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,37.636789,-122.462718,2024-08-05,2024-08-12,False,,,,,592213.0,5000 W Keyes Rd Modesto 2024 Dairy AR,7p1,27,28,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,68,59,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-009,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.271834,-115.946745,2024-08-05,2024-08-12,False,,,,,592213.0,5000 W Keyes Rd Modesto 2024 Dairy AR,7p2,27,28,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,68,59,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-062-029,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.496916,-120.668435,2024-08-05,2024-08-12,False,,,,,592213.0,5000 W Keyes Rd Modesto 2024 Dairy AR,7p3,27,28,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,68,59,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-021,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,34.441258,-119.785469,2024-08-05,2024-08-12,False,,,,,592213.0,5000 W Keyes Rd Modesto 2024 Dairy AR,7p4,27,28,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,68,59,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-004,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.75666,-120.341371,2024-08-05,2024-08-12,False,,,,,592213.0,5000 W Keyes Rd Modesto 2024 Dairy AR,7p5,27,28,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,68,59,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-007,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.272225,-115.947025,2024-08-05,2024-08-12,False,,,,,592213.0,5000 W Keyes Rd Modesto 2024 Dairy AR,7p6,27,28,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,68,59,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-020,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,37.636789,-122.462718,2024-08-19,2024-08-22,False,,,,,830464.5,5000 W Keyes Rd Modesto 2024 Dairy AR,8p1,29,30,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-009,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.271834,-115.946745,2024-08-19,2024-08-22,False,,,,,830464.5,5000 W Keyes Rd Modesto 2024 Dairy AR,8p2,29,30,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-062-029,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.496916,-120.668435,2024-08-19,2024-08-22,False,,,,,830464.5,5000 W Keyes Rd Modesto 2024 Dairy AR,8p3,29,30,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-021,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,34.441258,-119.785469,2024-08-19,2024-08-22,False,,,,,830464.5,5000 W Keyes Rd Modesto 2024 Dairy AR,8p4,29,30,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-004,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.75666,-120.341371,2024-08-19,2024-08-22,False,,,,,830464.5,5000 W Keyes Rd Modesto 2024 Dairy AR,8p5,29,30,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-007,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.272225,-115.947025,2024-08-19,2024-08-22,False,,,,,830464.5,5000 W Keyes Rd Modesto 2024 Dairy AR,8p6,29,30,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,95,83,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-020,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,37.636789,-122.462718,2024-09-02,2024-09-08,False,,,,,948294.8333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,9p1,31,32,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,109,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-009,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.271834,-115.946745,2024-09-02,2024-09-08,False,,,,,948294.8333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,9p2,31,32,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,109,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-062-029,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.496916,-120.668435,2024-09-02,2024-09-08,False,,,,,948294.8333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,9p3,31,32,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,109,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-021,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,34.441258,-119.785469,2024-09-02,2024-09-08,False,,,,,948294.8333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,9p4,31,32,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,109,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-004,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.75666,-120.341371,2024-09-02,2024-09-08,False,,,,,948294.8333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,9p5,31,32,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,109,95,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-007,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.272225,-115.947025,2024-09-02,2024-09-08,False,,,,,948294.8333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,9p6,31,32,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,109,95,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-020,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,37.636789,-122.462718,2024-12-05,2024-12-12,False,,,,,923250.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,10p1,33,34,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,106,92,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-009,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.271834,-115.946745,2024-12-05,2024-12-12,False,,,,,923250.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,10p2,33,34,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,106,92,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-062-029,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.496916,-120.668435,2024-12-05,2024-12-12,False,,,,,923250.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,10p3,33,34,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,106,92,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-021,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,34.441258,-119.785469,2024-12-05,2024-12-12,False,,,,,923250.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,10p4,33,34,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,106,92,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-004,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,35.75666,-120.341371,2024-12-05,2024-12-12,False,,,,,923250.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,10p5,33,34,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,106,92,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,,,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-061-007,,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,33.272225,-115.947025,2024-12-05,2024-12-12,False,,,,,923250.3333333334,5000 W Keyes Rd Modesto 2024 Dairy AR,10p6,33,34,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,106,92,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,F&A Lagoon Manamagement,2930 Geek Rd Tuklock 95380,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,022-002-050,,"022-002-050,017-062-047,017-062-048,022-003-009,058-001-013,058-001-014,058-001-003",Destination Assessor Parcel Number,37.707363,-122.482716,2024-10-30,2024-11-04,False,,,,,682857.1428571428,5000 W Keyes Rd Modesto 2024 Dairy AR,11p1,35,36,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,78,68,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,F&A Lagoon Manamagement,2930 Geek Rd Tuklock 95380,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-062-047,,"022-002-050,017-062-047,017-062-048,022-003-009,058-001-013,058-001-014,058-001-003",Destination Assessor Parcel Number,37.549568,-121.078133,2024-10-30,2024-11-04,False,,,,,682857.1428571428,5000 W Keyes Rd Modesto 2024 Dairy AR,11p2,35,36,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,78,68,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,F&A Lagoon Manamagement,2930 Geek Rd Tuklock 95380,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,017-062-048,,"022-002-050,017-062-047,017-062-048,022-003-009,058-001-013,058-001-014,058-001-003",Destination Assessor Parcel Number,37.549564,-121.082654,2024-10-30,2024-11-04,False,,,,,682857.1428571428,5000 W Keyes Rd Modesto 2024 Dairy AR,11p3,35,36,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,78,68,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,F&A Lagoon Manamagement,2930 Geek Rd Tuklock 95380,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,022-003-009,,"022-002-050,017-062-047,017-062-048,022-003-009,058-001-013,058-001-014,058-001-003",Destination Assessor Parcel Number,35.628204,-120.700605,2024-10-30,2024-11-04,False,,,,,682857.1428571428,5000 W Keyes Rd Modesto 2024 Dairy AR,11p4,35,36,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,78,68,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,F&A Lagoon Manamagement,2930 Geek Rd Tuklock 95380,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,058-001-013,,"022-002-050,017-062-047,017-062-048,022-003-009,058-001-013,058-001-014,058-001-003",Destination Assessor Parcel Number,38.094102,-120.590429,2024-10-30,2024-11-04,False,,,,,682857.1428571428,5000 W Keyes Rd Modesto 2024 Dairy AR,11p5,35,36,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,78,68,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,F&A Lagoon Manamagement,2930 Geek Rd Tuklock 95380,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,058-001-014,,"022-002-050,017-062-047,017-062-048,022-003-009,058-001-013,058-001-014,058-001-003",Destination Assessor Parcel Number,37.487886,-121.041661,2024-10-30,2024-11-04,False,,,,,682857.1428571428,5000 W Keyes Rd Modesto 2024 Dairy AR,11p6,35,36,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,78,68,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,F&A Lagoon Manamagement,2930 Geek Rd Tuklock 95380,JA Machado Farming,8842 Moffett Rd Ceres 95307,,,Farmer,058-001-003,,"022-002-050,017-062-047,017-062-048,022-003-009,058-001-013,058-001-014,058-001-003",Destination Assessor Parcel Number,38.095717,-120.588738,2024-10-30,2024-11-04,False,,,,,682857.1428571428,5000 W Keyes Rd Modesto 2024 Dairy AR,11p7,35,36,wastewater,37.545854462099,-121.087299669668,Modesto,95358,Stanislaus,,,78,68,0
