Dairy Name,Dairy Address,Average Milk Cows,Average Dry Cows,Average Bred Heifers,Average Heifers,Average Calves (4-6 mo.),Average Calves (0-3 mo.),Average Other/Unspecified Head,Average Steer,Total Manure Generated (tons),Average Milk Production (lb per cow per day),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated N (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater (gals),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Removed Ratio N,Applied to Removed Ratio P,Applied to Removed Ratio K,Applied to Removed Ratio Salt,Total Exported N (lbs),Total Exported P (lbs),Total Exported K (lbs),Total Exported Salt (lbs),File Name,Average Milk Production (kg per cow),Average Milk Production (L per cow),Reported Annual Milk Production (L),Total Herd Size,Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Total Reported N (lbs),Total Reported P (lbs),Total Reported K (lbs),Total Reported Salt (lbs),Unaccounted For N (lbs),Unaccounted For P (lbs),Unaccounted For K (lbs),Unaccounted For Salt (lbs),Total Wastewater Generated (L),Estimated Total Wastewater Generated (L),Wastewater to Reported Milk Ratio,Wastewater to Estimated Milk Ratio,Wastewater Ratio Discrepancy,Calculated Manure Factor,Manure Factor Discrepancy,Nitrogen Discrepancy,USDA Nitrogen % Deviation,UCCE Nitrogen % Deviation,USDA N Estimate (lbs),UCCE N Estimate (lbs),Estimated Annual Milk Production (L),Estimated Wastewater Generation (L),Wastewater to Estimated Milk Ratio,City,Region,Sub-Region,Year,County,State,Zip,Latitude,Longitude,Template,Manure Factor Average,Manure Factor Standard Deviation,Wastewater Ratio Average,Wastewater Ratio Standard Deviation,USDA Nitrogen % Deviation Average,USDA Nitrogen % Deviation Standard Deviation,UCCE Nitrogen % Deviation Average,UCCE Nitrogen % Deviation Standard Deviation,Facility Count,CADDID,address
Gorzeman Cattle,13804 Road 72 Tipton CA 93272,0.0,0.0,0.0,1159.0,0.0,0.0,0.0,,12098.25,,,160753.3,25382.1,76146.3,298493.5,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,1159.0,0.0,0.0,0.0,0.0,0.0,25382.1,76146.3,298493.5,0.0,25382.1,76146.3,298493.5,,0.0,,,,28.53194058330354,5.031940583303541,,,,312618779.99999994,128742.40552532,0.0,,,Tipton,R5,,2023,Tulare,California,93272,36.039484011028,-119.410789031261,innovative_ag,,,,,,,,,,,"13804 Road 72, Tipton, California, 93272"
Tony & Julie Jorge Dairy,4645 Avenue 120 Corcoran CA 93212,983.0,137.0,0.0,89.0,0.0,0.0,0.0,,28337.22,,,397109.05,67215.48,107499.8,711983.45,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,1209.0,0.0,0.0,0.0,0.0,0.0,67215.48,107499.8,711983.45,0.0,67215.48,107499.8,711983.45,,5194962.323353601,,,,24.586308102115336,1.0863081021153356,,,,732233764.8,349940.57264172,12987405.808384,,,Corcoran,R5,,2023,Kings,California,93212,36.007041016597,-119.467810028916,innovative_ag,,,,,,,,,,,"4645 Avenue 120, Corcoran, California, 93212"
Pacific Sun Dairy,9086 Avenue 144 Tipton CA 93272,1170.0,248.0,0.0,399.0,0.0,43.0,0.0,,41322.27,,,562428.5,95182.51,177244.0,982032.72,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,1860.0,0.0,0.0,0.0,0.0,0.0,95182.51,177244.0,982032.72,0.0,95182.51,177244.0,982032.72,,6577193.37010304,,,,26.333005892236347,2.833005892236347,,,,1067767456.7999998,476446.46679318,16442983.4252576,,,Tipton,R5,,2023,Tulare,California,93272,36.05156698546,-119.369190986906,innovative_ag,,,,,,,,,,10810.0,"9086 Avenue 144, Tipton, California, 93272"
North Moon Dairy,7325 Avenue 144 Tipton CA 93272,769.0,0.0,0.0,0.0,0.0,0.0,0.0,,19516.36,,,277878.15,47716.45,64557.55,506917.11,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,769.0,0.0,0.0,0.0,0.0,0.0,47716.45,64557.55,506917.11,0.0,47716.45,64557.55,506917.11,,3566898.2380883205,,,,25.37888166449935,1.8788816644993496,,,,504302742.4,233483.78,8917245.5952208,,,Tipton,R5,,2023,Tulare,California,93272,36.050538986945,-119.408059967406,innovative_ag,,,,,,,,,,,"7325 Avenue 144, Tipton, California, 93272"
DDW Farms LLC,24643 Road 36 Tulare CA 93274,4603.0,195.0,0.0,975.0,0.0,0.0,0.0,,60253.14,,,843292.35,141809.8,243776.2,1528079.07,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,5773.0,0.0,0.0,0.0,0.0,0.0,141809.8,243776.2,1528079.07,0.0,141809.8,243776.2,1528079.07,,22254847.52450944,,,,11.688953882767724,-11.811046117232276,,,,1556941137.6,1565072.3366929998,55637118.8112736,,,Tulare,R5,,2023,Tulare,California,93274,36.236888014822,-119.494974016908,innovative_ag,,,,,,,,,,11011.0,"24643 Road 36, Tulare, California, 93274"
Joshua & James Jongsma Dairy,6780 Avenue 144 Tipton CA 93272,1447.0,331.0,0.0,666.0,0.0,0.0,0.0,,54164.71,,,733441.95,123292.62,238407.05,1279408.75,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,2444.0,0.0,0.0,0.0,0.0,0.0,123292.62,238407.05,1279408.75,0.0,123292.62,238407.05,1279408.75,,8247002.68832384,,,,26.79221190268092,3.292211902680922,,,,1399616106.4,613816.03392568,20617506.7208096,,,Tipton,R5,,2023,Tulare,California,93272,36.051600010158,-119.419576031817,innovative_ag,,,,,,,,,,,"6780 Avenue 144, Tipton, California, 93272"
Decade Dairy,3313 Avenue 256 Tulare CA 93274,2730.0,195.0,0.0,195.0,0.0,1170.0,0.0,,91573.03,,,1204208.0,212940.27,366865.15,2060724.7,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,4290.0,0.0,0.0,0.0,0.0,0.0,212940.27,366865.15,2060724.7,0.0,212940.27,366865.15,2060724.7,,13567200.710544,,,,29.17245110757668,5.672451107576677,,,,2366247095.2,953070.527604,33918001.77636,,,Tulare,R5,,2023,Tulare,California,93274,36.255277433231,-119.529051797762,innovative_ag,,,,,,,,,,,"3313 Avenue 256, Tulare, California, 93274"
JR Dairy,13508 Road 104 Tipton CA 93272,3043.0,370.0,0.0,1029.0,0.0,73.0,0.0,,100807.83,,,1389909.05,237575.58,414442.9,2447063.43,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,4515.0,0.0,0.0,0.0,0.0,0.0,237575.58,414442.9,2447063.43,0.0,237575.58,414442.9,2447063.43,,15830720.00857664,,,,26.539787104239096,3.039787104239096,,,,2604874327.2000003,1153259.94230418,39576800.0214416,,,Tipton,R5,,2023,Tulare,California,93272,36.028304982944,-119.332310026201,innovative_ag,,,,,,,,,,,"13508 Road 104, Tipton, California, 93272"
Tri Palm Dairy,2429 Idaho Avenue Hanford CA 93230,300.0,38.0,0.0,110.0,0.0,0.0,0.0,,10682.06,,,144072.8,24275.42,44763.6,253016.28,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,448.0,0.0,0.0,0.0,0.0,0.0,24275.42,44763.6,253016.28,0.0,24275.42,44763.6,253016.28,,1567765.4154406402,,,,28.24119270754212,4.741192707542119,,,,276024430.40000004,114842.4250628,3919413.5386016,,,Hanford,R5,,2023,Kings,California,93230,36.267284986687,-119.499684981769,innovative_ag,,,,,,,,,,,"2429 Idaho Ave, Hanford, California, 93230"
Cornerstone Dairy,8769 Ave 128 Tipton CA 93272,3778.0,585.0,0.0,1218.0,0.0,0.0,0.0,,123849.36,,,1720485.9,294214.09,513354.25,3023643.1,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,5581.0,0.0,0.0,0.0,0.0,0.0,294214.09,513354.25,3023643.1,0.0,294214.09,513354.25,3023643.1,,20237161.26499264,,,,25.75574970105936,2.255749701059361,,,,3200267462.4,1459990.22042264,50592903.1624816,,,Tipton,R5,,2023,Tulare,California,93272,36.021313008862,-119.37673503504,innovative_ag,,,,,,,,,,,"8769 Avenue 128, Tipton, California, 93272"
K & M Visser,9279 Avenue 96 PixIey CA 93256,0.0,682.0,0.0,2145.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,2827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3163360.98618496,,,,,,,,,,445336.7087246,7908402.465462401,,,Pixley,R5,,2023,Tulare,California,93256,35.960512988251,-119.371579996949,innovative_ag,,,,,,,,,,,"9279 Avenue 96, Pixley, California, 93256"
South Creek Dairy,11450 Avenue 64 Earlimart CA 93219,2447.0,312.0,0.0,1214.0,0.0,0.0,0.0,,90165.88,,,1227454.85,210211.53,390608.4,2129396.04,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,3973.0,0.0,0.0,0.0,0.0,0.0,210211.53,390608.4,2129396.04,0.0,210211.53,390608.4,2129396.04,,12797233.08047552,,,,28.14915671007114,4.649156710071139,,,,2329886339.2000003,972539.41805672,31993082.7011888,,,Earlimart,R5,,2023,Tulare,California,93219,35.906848020808,-119.316382985244,innovative_ag,,,,,,,,,,,"11450 Avenue 64, Earlimart, California, 93219"
VP Farms Dairy,15503 Road 96 Tipton CA 93272,801.0,214.0,0.0,838.0,0.0,0.0,0.0,,50116.18,,,699840.05,117329.25,207345.55,1264335.62,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,1853.0,0.0,0.0,0.0,0.0,0.0,117329.25,207345.55,1264335.62,0.0,117329.25,207345.55,1264335.62,,4707934.6055392,,,,37.92125007119856,14.421250071198564,,,,1295002091.1999998,401259.83566024,11769836.513848,,,Tipton,R5,,2023,Tulare,California,93272,36.069289010982,-119.362212968693,innovative_ag,,,,,,,,,,,"15503 Road 96, Tipton, California, 93272"
Little Rock Dairy,13955 Road 80 Tipton CA 93272,4935.0,253.0,0.0,633.0,0.0,39.0,0.0,,67101.32,,,915868.95,157236.89,282484.45,1589873.34,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,,,,5860.0,0.0,0.0,0.0,0.0,0.0,157236.89,282484.45,1589873.34,0.0,157236.89,282484.45,1589873.34,,24063807.619248644,,,,12.37040807343347,-11.12959192656653,,,,1733898108.8000002,1646938.61814902,60159519.0481216,,,Tipton,R5,,2023,Tulare,California,93272,36.041213993934,-119.393906034247,innovative_ag,,,,,,,,,,,"13955 Road 80, Tipton, California, 93272"
MS Monteiro Dairy,MS Monteiro Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_provost_pritchard.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Dairy,R5,,2023,,Long Beach,California,33.8571568,-118.1911609,provost_pritchard,,,,,,,,,,,"Dairy, Long Beach, California"
HoIstein Farms,HoIstein Farms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_provost_pritchard.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Oakley,R5,,2023,Contra Costa,California,94561,37.99317178491,-121.669404143968,provost_pritchard,,,,,,,,,,,"Holstein Dr, Oakley, California, 94561"
LegenDairy South,8360 Ave. 144 Tipton CA 93272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tipton,R5,,2023,Tulare,California,93272,36.051178068153,-119.387984391451,livingston,,,,,,,,,,,"8360 Avenue 144, Tipton, California, 93272"
Legacy Ranches 42 WODID5CSS4NC00219,8660 Ave. 96 pixIey CA 93256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Pixley,R5,,2023,Tulare,California,93256,35.964144074755,-119.386521559297,livingston,,,,,,,,,,,"8660 Avenue 96, Pixley, California, 93256"
,5730 Avenue 256 TuIare 93274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tulare,R5,,2023,Tulare,California,93274,36.257172010959,-119.443255997935,livingston,,,,,,,,,,,"5730 Avenue 256, Tulare, California, 93274"
,2865 W. Prosperity Ave. TuIare CA 93274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tulare,R5,,2023,Tulare,California,93274,36.223616989434,-119.386850986344,livingston,,,,,,,,,,,"2865 W Prosperity Ave, Tulare, California, 93274"
,19199 Road 80 TuIare CA 93274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tulare,R5,,2023,Tulare,California,93274,36.137829006714,-119.394764005856,livingston,,,,,,,,,,,"19199 Road 80, Tulare, California, 93274"
Machado Dairy & Farming Inc. woIp Sc54ncoo198,20180 Road 36 TuIare 93274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tulare,R5,,2023,Tulare,California,93274,36.154295004045,-119.492649966615,livingston,,,,,,,,,,,"20180 Road 36, Tulare, California, 93274"
. LegenDairy Farms WODID5D545147N01,14685 Road 96 Tipton CA 93272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tipton,R5,,2023,Tulare,California,93272,36.054799598831,-119.35772349455,livingston,,,,,,,,,,,"14685 Road 96, Tipton, California, 93272"
M Bar 9 Dairy,8083 Ave. 160 Tipton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tipton,R5,,2023,Tulare,California,93272,36.079545987807,-119.385680034471,livingston,,,,,,,,,,,"8083 Avenue 160, Tipton, California, 93272"
F&L BarceIlos Dairy 42__,7585 Ave. 152 Tipton CA 93272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tipton,R5,,2023,Tulare,California,93272,36.065476134272,-119.402984496663,livingston,,,,,,,,,,,"7585 Avenue 152, Tipton, California, 93272"
MoonIight Dairy,5061 Avenue 280 VisaIia CA 93277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Visalia,R5,,2023,Tulare,California,93277,36.298085885032,-119.342640633603,livingston,,,,,,,,,,,"5061 Avenue 280, Visalia, California, 93277"
LegenDairy West,8509 Ave. 152 Tipton CA 93272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tipton,R5,,2023,Tulare,California,93272,36.061910002521,-119.388921986981,livingston,,,,,,,,,,,"8509 Avenue 152, Tipton, California, 93272"
,11001 Ave. 112 PixIey CA 93256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Pixley,R5,,2023,Tulare,California,93256,35.992315982465,-119.327281973943,livingston,,,,,,,,,,,"11001 Avenue 112, Pixley, California, 93256"
FM Ranch 41,16777 South I Drive TuIare CA 93274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tulare,R5,,2023,Tulare,California,93274,36.095853986263,-119.333041011977,livingston,,,,,,,,,,,"16777 I Dr, Tulare, California, 93274"
,18943 Road 32 - TuIare CA 93274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tulare,R5,,2023,Tulare,California,93274,36.132957989412,-119.500917037717,livingston,,,,,,,,,,,"18943 Road 32, Tulare, California, 93274"
. FM Ranch 45,14913 Road 80 Tipton 93272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tipton,R5,,2023,Tulare,California,93272,36.060182995191,-119.39374300623,livingston,,,,,,,,,,,"14913 Road 80, Tipton, California, 93272"
TuIare High School Farm WODID SC54NC00269,591 W. BardsIey TuIare CA 93274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tulare,R5,,2023,Tulare,California,93274,36.196427328563,-119.354955092665,livingston,,,,,,,,,,,"591 W Bardsley Ave, Tulare, California, 93274"
. Legacy HoIsteins,13510 Road 72 Tipton CA 93272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tipton,R5,,2023,Tulare,California,93272,36.035277008095,-119.410247979411,livingston,,,,,,,,,,,"13510 Road 72, Tipton, California, 93272"
Legacy Ranches 41,11981 Road 80 Tipton CA 93272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tipton,R5,,2023,Tulare,California,93272,36.002763026967,-119.393467634044,livingston,,,,,,,,,,,"11981 Road 80, Tipton, California, 93272"
. F&L BarceIlos Dairy,14581 Road 80 Tipton CA 93272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulare_west_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Tipton,R5,,2023,Tulare,California,93272,36.052974013636,-119.397876960876,livingston,,,,,,,,,,,"14581 Road 80, Tipton, California, 93272"
Slater,801 E. Rutherford Rd Brawley CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,5465160.0,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227.0,33.044540612031,-115.457767711857,generic_r7,,,,,,,,,,,"801 Rutherford Rd, Brawley, California, 92227"
Main Yard WDID vA 13 7777 009,1594 Gonder Road BrawIey CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24622.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,636245400.0,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227.0,32.95683300726,-115.39913699748,generic_r7,,,,,,,,,,,"1594 Gonder Rd, Brawley, California, 92227"
- Foster Feed Yard Inc.,3403 Casey Road BrawIey CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227.0,32.902117493982,-115.423471267901,generic_r7,,,,,,,,,,11867.0,"3403 Casey Rd, Brawley, California, 92227"
,1504 HIGHWAY 78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,1524560.0,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227.0,32.978234981642,-115.401937978064,generic_r7,,,,,,,,,,,"1504 US Highway 78, Brawley, California, 92227"
LVS CATTLE FEEDERS,495 W. Heber Rd. El Centro CA 92243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,El Centro,R7,,2023,Imperial,California,92243.0,32.728880989705,-115.566622007436,generic_r7,,,,,,,,,,,"495 W Heber Rd, El Centro, California, 92243"
Brandt Co. Inc.,7015 Brandt Rd. CaIipatria CA 92233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Calipatria,R7,,2023,Imperial,California,92233.0,33.151441981621,-115.566322019122,generic_r7,,,,,,,,,,,"7015 Brandt Rd, Calipatria, California, 92233"
Foster Feed Yard Inc.,_ 1350 E. Keystone Road BrawIey CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227.0,32.920259997677,-115.439022032283,generic_r7,,,,,,,,,,,"1350 E Keystone Rd, Brawley, California, 92227"
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,,R7,,2023,,,,,,generic_r7,,,,,,,,,,,
_ QWB Ranches LLC,1870 Jeffrey Road El Centro CA 92243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,El Centro,R7,,2023,Imperial,California,92243.0,32.787626983033,-115.760534990467,generic_r7,,,,,,,,,,11878.0,"1870 Jeffrey Rd, El Centro, California, 92243"
,2001 E. Keystone Rd BrawIey CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,52868640.0,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227.0,32.916600952037,-115.311432100158,generic_r7,,,,,,,,,,,"2001 E Keystone Rd, Brawley, California, 92227"
Hannon - 7A137777022,649 E. Rutherford Rd. Brawley CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10245.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r7_2023_generic_r7.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,264733125.6,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227.0,33.048827998829,-115.488581040636,generic_r7,,,,,,,,,,,"649 Rutherford Rd, Brawley, California, 92227"
