Source PDF,Manifest Number,Start Page,End Page,Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Destination Address Final,Destination Address Final Source,Destination Type (Standardized),Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Is Trucked,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Number of 10-ton Hauls for Analysis,Number of 20-ton Hauls for Analysis
"18451 W Bradbury Rd, Turlock 2024 Dairy AR",1,46,47,Joe O. Rocha Dairy INC.,18451 W. Bradbury Road Turlock CA 95380,37.448497818526,-120.820643250281,Merced County,Destination Address,Farmer,,,,2024-05-15,False,,,,1100.0,78.4,69,21
"18451 W Bradbury Rd, Turlock 2024 Dairy AR",2,48,49,Joe O. Rocha Dairy INC.,18451 W. Bradbury Road Turlock CA 95380,37.448497818526,-120.820643250281,Merced County,Destination Address,Farmer,,,,2024-05-17,False,,,,1900.0,78.4,119,36
18948 N Thornton Rd Lodi 2024 Dairy AR,1,34,35,Van Exel Dairy #2,18948 N. Thornton Road Lodi CA 95242,38.154967868773,-121.397953537012,20002 N. Thornton Road Lodi CA,Destination Address,Other,38.152414824885,-121.396733802462,2024-04-24,2024-05-01,False,,10.0,498.0,4980.0,,498,0
"19104 Crane Ave, Hilmar 2024 Dairy AR",1,74,75,Joe Oliveira Dairy,19104 Crane Avenue Hilmar CA 95324,37.382652898032,-120.833857320637,19481 Geer Avenue Hilmar 95324,Destination Contact Address,Farmer,37.396618741283,-120.840743054096,,2024-05-11,False,,,,1000.0,89.5,62,19
19116 Lone Tree Rd Escalon 2024 Dairy AR,1,64,65,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,37.82637698009,-121.075714873651,205-100-008,Destination Assessor Parcel Number,Other,40.473726,-122.423109,,2024-10-30,False,,,,192.0,31.5,12,4
19116 Lone Tree Rd Escalon 2024 Dairy AR,2,66,67,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,37.82637698009,-121.075714873651,20204 Zumwalt Road Escalon CA,Destination Address,Other,37.816162918609,-121.055079466223,,2024-10-31,False,,,,261.0,31.5,16,5
19116 Lone Tree Rd Escalon 2024 Dairy AR,3,68,69,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,37.82637698009,-121.075714873651,205-090-52,Destination Assessor Parcel Number,Other,37.392754,-122.013435,,2024-10-31,False,,,,294.0,31.5,18,6
19116 Lone Tree Rd Escalon 2024 Dairy AR,4,70,71,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,37.82637698009,-121.075714873651,27282 Lone Tree Road Escalon CA,Destination Address,Other,37.82419454205,-120.974236261553,,2024-10-25,False,,,,1142.0,31.5,71,21
19116 Lone Tree Rd Escalon 2024 Dairy AR,5,72,73,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,37.82637698009,-121.075714873651,27515 Lone Tree Road Escalon CA,Destination Address,Other,37.828069789255,-120.970838573282,,2024-11-01,False,,,,462.0,31.5,29,9
19116 Lone Tree Rd Escalon 2024 Dairy AR,6,74,75,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,37.82637698009,-121.075714873651,0000 Brennan Road Escalon CA,Destination Address,Other,37.780706537512,-121.014536624289,,2024-10-15,False,,,,293.0,31.5,18,6
19116 Lone Tree Rd Escalon 2024 Dairy AR,7,76,77,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,37.82637698009,-121.075714873651,14127 Carrolton Road Escalon CA,Destination Address,Other,37.836187494842,-121.072610803448,,2024-11-02,False,,,,275.0,31.5,17,5
19116 Lone Tree Rd Escalon 2024 Dairy AR,8,78,79,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,37.82637698009,-121.075714873651,205-060-008,Destination Assessor Parcel Number,Other,37.754509,-121.854618,,2024-11-02,False,,,,39.0,31.5,2,1
19116 Lone Tree Rd Escalon 2024 Dairy AR,9,80,81,R. Doornenbal Dairy #1,19116 Lone Tree Road Escalon CA 95320,37.82637698009,-121.075714873651,205-240-006,Destination Assessor Parcel Number,Other,40.467493,-122.434836,,2024-11-03,False,,,,203.0,31.5,13,4
19325 E Lone Tree Rd Escalon 2024 Dairy AR,1,19,20,Doornenbal Dairy #3,19325 Lone Tree Road Escalon CA 95320,37.827766490089,-121.074046623462,205-060-07,Destination Assessor Parcel Number,Other,37.749662,-121.850436,,2024-10-27,False,,10.0,275.0,2750.0,52.9,275,0
20000 Cedar Ave Tracy 2024 Dairy AR,1,97,98,Kisst Dairy,20000 Cedar Ave. Tracy 95304,37.779957204023,-121.346698534371,9000 W. Howard Rd. Stockton 95206,Destination Address,Other,37.850180998375,-121.420444027251,,2024-09-30,False,,,,1200.0,-6.5,75,23
20000 Cedar Ave Tracy 2024 Dairy AR,2,100,101,Kisst Daury,20000 Cedar Ave. Tracy 95304,37.779957204023,-121.346698534371,2796 Undine Rd. Stockton 95206,Destination Address,Other,37.823474075563,-121.334307399268,,2024-10-31,False,,,,1120.0,,70,21
20000 Cedar Ave Tracy 2024 Dairy AR,3,103,104,John Kisst Dairy,20000 Cedar Ave Tracy CA 95304,37.779957204023,-121.346698534371,15803 S. Wing Levee Rd. Tracy 95330,Destination Address,Other,37.814911611029,-121.408041578492,,,False,,,,6580.0,,411,124
"20316 Crane Ave, Hilmar 2024 Dairy AR",1,89,90,Gm Silva Dairy,20316 Crane Ave Hilmar 95324,37.373532004363,-120.863109995082,5493 Mahoney Rd. Hilmar 95324,Destination Address,Other,37.36820484389,-120.920868767854,,2024-02-18,False,,12.0,,720.0,19.4,45,14
"20316 Crane Ave, Hilmar 2024 Dairy AR",2,91,92,Gm Silva Dairy,20316 Crane Ave Hilmar 95324,37.373532004363,-120.863109995082,5493 Mahoney Rd. Hilmar 95324,Destination Address,Other,37.36820484389,-120.920868767854,,2024-04-18,False,,12.0,,240.0,19.4,15,5
"20316 Crane Ave, Hilmar 2024 Dairy AR",3,93,94,Gm Silva Dairy,20316 Crane Rd Hilmar 95324,37.373532004363,-120.863109995082,5493 Mahoney Rd. Hilmar 95324,Destination Address,Other,37.36820484389,-120.920868767854,,2024-07-18,False,,12.0,,1200.0,19.4,75,23
"20316 Crane Ave, Hilmar 2024 Dairy AR",4,95,96,Gm Silva Dairy,20316 Crane Ave Hilmar 95324,37.373532004363,-120.863109995082,5493 Mahoney Rd. Hilmar 95324,Destination Address,Other,37.36820484389,-120.920868767854,,2024-08-24,False,,12.0,,490.0,19.4,31,9
"20326 Johnson Ave, Hilmar 2024 Dairy AR",6,45,46,Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,,,Farmer,,,,2024-04-24,False,,,,1380.0,19.8,86,26
"20326 Johnson Ave, Hilmar 2024 Dairy AR",12,57,58,Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,,,Farmer,,,,2024-09-04,False,,,,560.0,36.8,35,11
"20326 Johnson Ave, Hilmar 2024 Dairy AR",14,61,62,Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,,,Farmer,,,,2024-10-31,False,,,,1280.0,36.8,80,24
20623 E Lone Tree Rd Escalon 2024 Dairy AR,1,42,42,Wagner Dairy #2,20623 Lone Tree Road Escalon CA 95320,37.82951591901,-121.054173885404,21728 Lone Tree Road Escalon CA,Destination Address,Other,37.825695237995,-121.044468814993,2024-05-15,2024-06-01,False,,,,2010.0,-69.8,126,38
20723 Geer Ave Hilmar 2024 Dairy AR,1,93,94,Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,19486 American Ave Hilmar 95324 Merced,Destination Address,Farmer,37.411670669639,-120.840657726322,,2024-04-30,False,,,,1594.8,47.7,100,30
20723 Geer Ave Hilmar 2024 Dairy AR,2,95,96,Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,19420 American Ave Hilmar 95324 Merced,Destination Address,Farmer,37.412439751165,-120.839141020942,,2024-04-30,False,,,,265.9,47.7,17,5
20723 Geer Ave Hilmar 2024 Dairy AR,3,97,98,Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,21185 Williams Ave Hilmar 95324 Merced,Destination Address,Farmer,37.389511683672,-120.871685352582,,2024-04-30,False,,,,665.0,47.7,42,12
20749 S Lammers Rd Tracy 2024 Dairy AR,1,32,33,Ornellas Dairy #1,20749 S. Lammers Rd. Tracy 95304,37.771239018893,-121.477588993254,Reeve Rd. & Byron Rd. Tracy 95304,Destination Address,Other,37.763121019939,-121.499674972845,2024-04-01,2024-04-15,False,,10.0,16.0,160.0,8.9,16,0
"21330 W Second Ave, Stevinson 2024 Dairy AR",1,45,46,Dias Family Dairy,21330 W Second Ave Stevinson Merced 95374,37.33543889473,-120.8754148804,Gustine 95322 Hunt Road Stanislaus,Destination Address,Broker,37.283172299311,-120.990045548197,,2024-10-08,False,,,,1508.0,20.4,94,28
"21670 W Bloss Ave, Hilmar 2024 Dairy AR",5,110,111,Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-04-12,False,,,,1060.0,18.6,66,20
"22014 Turner Ave, Hilmar 2024 Dairy AR",1,62,63,B-6 Dairy,22014 Turner Road Hilmar CA 95324,37.375484,-120.888949,Merced County,Destination Address,Farmer,,,,2024-06-05,False,,,,2100.0,80.2,131,39
"22014 Turner Ave, Hilmar 2024 Dairy AR",3,66,67,B-6 Dairy,22014 Turner Road Hilmar CA 95324,37.375484,-120.888949,Merced County,Destination Address,Farmer,,,,2024-10-25,False,,,,1250.0,35.1,78,23
22176 Skiff Rd Escalon 2024 Dairy AR,1,142,143,Wagner Dairy L.P.,22176 Skiff Road Escalon CA 95320,37.869356487817,-121.040628310778,2324 Villa Manucha Road Newman CA 95360,Destination Address,Other,37.365262041504,-121.022008751064,,2024-09-24,False,,12.0,118.0,1416.0,-55.5,118,0
22176 Skiff Rd Escalon 2024 Dairy AR,2,144,145,Wagner Dairy L.P.,22176 Skiff Road Escalon CA 95320,37.869356487817,-121.040628310778,2324 Villa Manucha Road Newman CA 95360,Destination Address,Other,37.365262041504,-121.022008751064,,2024-10-26,False,,12.0,255.0,3060.0,-55.5,255,0
22176 Skiff Rd Escalon 2024 Dairy AR,3,146,147,Wagner Dairy L.P.,22176 Skiff Road Escalon CA 95320,37.869356487817,-121.040628310778,2324 Villa Manucha Road Newman CA 95360,Destination Address,Other,37.365262041504,-121.022008751064,,2024-10-28,False,,12.0,232.0,2784.0,-54.6,232,0
22176 Skiff Rd Escalon 2024 Dairy AR,4,148,149,Wagner Dairy L.P.,22176 Skiff Road Escalon CA 95320,37.869356487817,-121.040628310778,2324 Villa Manucha Road Newman CA 95360,Destination Address,Other,37.365262041504,-121.022008751064,,2024-10-29,False,,12.0,80.0,960.0,-54.6,80,0
22270 Bloss Ave Hilmar 2024 Dairy AR,10,66,67,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,058-019-008,Destination Assessor Parcel Number,Other,37.469217,-120.974062,2024-03-20,2024-03-21,False,,12.0,,238.0,15.1,15,4
22270 Bloss Ave Hilmar 2024 Dairy AR,11,68,69,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-01-06,False,,,,,,,
22270 Bloss Ave Hilmar 2024 Dairy AR,21,88,89,Sunwest Jerseys,22270 Bloss Ave Hilmar 95324,37.405353103487,-120.891440073443,,,Other,,,,2024-09-01,False,,,,,,,
"22338 Short Rd, Hilmar 2024 Dairy AR",1,39,40,Ken Van Foeken Dairy #1,22338 Short Road Hilmar CA 95324,37.426465,-120.913778,23616 Williams Avenue Hilmar 95324,Destination Address,Broker,37.390622411571,-120.916363913993,,2024-05-19,False,,,,1500.0,70.7,94,28
22578 W Henry Miller Rd Los Banos 2024 Dairy AR,1,25,26,D.V. Silveira & Son Dairy,22578 Henry Miller Rd Los Banos CA 93635,37.101988683968,-120.900495043444,23616 Williams Avenue Hilmar 95324,Destination Address,Broker,37.390622411571,-120.916363913993,,2024-10-24,False,,,,1800.0,90.1,112,34
"22682 W. Williams Ave, Hilmar 2024 Dairy AR",1,24,25,Vierra Dairy Farms #2,22682 Williams Ave Hilmar 95324,37.39035243047,-120.89947563638,23160 Williams Ave Hilmar 95324,Destination Address,Other,37.391026000209,-120.905985022386,,2024-04-03,False,,,,1000.0,80.5,62,19
"22682 W. Williams Ave, Hilmar 2024 Dairy AR",2,26,27,Vierra Dairy Farms #2,22682 Williams Ave Hilmar 95324,37.39035243047,-120.89947563638,20633 W. Crane Ave Hilmar 95324,Destination Address,Other,37.382417450371,-120.862007355719,2024-05-03,2024-05-04,False,,,,3870.0,80.5,242,73
22759 S Mercy Springs Rd Los Banos 2024 Dairy AR,2,61,62,Teixeira & Sons (Formerly John & Nicole Santos Dairy),22759 S Mercey Springs Rd Los Banos Merced 93635,36.957177099286,-120.839305222425,Los Banos 93635 Mercy Springs Merced,Destination Address,Farmer,37.115572851786,-120.834801599578,,2024-08-16,False,,26.0,193.0,5018.0,80.1,313,94
"22846 Second Ave, Stevinson 2024 Dairy AR",1,58,59,California Dairy Farms-Stevinson,22846 W. Second Ave Stevinson CA 95374,37.3380437,-120.9018852,3887 Mccullagh Rd Stevinson 95374,Destination Address,Farmer,37.344589502245,-120.878690863437,,2024-05-11,False,,,,1600.0,88.7,100,30
22922 Kilburn Rd Crows Landing 2024 Dairy AR,1,110,111,Moonshine Dairy,22748 Kilburn Road Crows Landing CA 95313,37.39350348124,-121.021596864342,River Road Newman CA 95360,Destination Address,Other,37.362018075163,-120.987183764642,,2024-05-08,False,,12.0,284.0,3408.0,,284,0
22922 Kilburn Rd Crows Landing 2024 Dairy AR,2,112,113,Moonshine Dairy,22748 Kilburn Road Crows Landing CA 95313,37.39350348124,-121.021596864342,Joe Oliveira Dairy 19104 W Crane Ave Hilmar CA 95324,Destination Address,Other,37.382652898032,-120.833857320637,,2024-07-25,False,,,,51.22,,3,1
22922 Kilburn Rd Crows Landing 2024 Dairy AR,3,114,115,Moonshine Dairy,22748 Kilburn Road Crows Landing CA 95313,37.39350348124,-121.021596864342,Machado Dairy 7413 S. Mitchell Road Turlock CA 95380,Destination Address,Other,37.424464597099,-120.941026742077,,2024-07-25,False,,,,129.83,,8,2
22922 Kilburn Rd Crows Landing 2024 Dairy AR,4,116,117,Moonshine Dairy,22748 Kilburn Road Crows Landing CA 95313,37.39350348124,-121.021596864342,David Alves 19590 Johnson Ave Hilmar CA 95324,Destination Address,Other,37.434124782418,-120.842100000401,,2024-09-14,False,,,,49.3,,3,1
22922 Kilburn Rd Crows Landing 2024 Dairy AR,5,118,119,Moonshine Dairy,22748 Kilburn Road Crows Landing CA 95313,37.39350348124,-121.021596864342,River Road Newman CA 95360,Destination Address,Other,37.362018075163,-120.987183764642,,2024-10-16,False,,,,3528.0,,220,66
23234 Lone Tree Rd Escalon 2024 Dairy AR,1,79,80,Crupside Duris,23234 Lone Tree Ed Escalar 95320,37.824051504873,-121.021877574279,,,Other,,,,2024-05-10,False,,10.0,70.0,770.0,-68.1,70,0
"23546 W. American Ave, Hilmar 2024 Dairy AR",1,93,94,Double Cross,7025 S. Central Ave Turlock 95380,37.427559614846,-120.959054707065,6006 Central Ave Turlock 95380,Destination Address,Other,37.437451685517,-120.95817469105,,2024-05-25,False,,12.0,,1125.0,46.5,70,21
"24093 W. American Ave, Hilmar 2024 Dairy AR",1,90,91,Lander Heifer Facility,10507 Lander Ave Turlock 95380,37.442372994238,-120.853309035699,4101 N. Berkely Ave Turlock 95380,Destination Address,Other,37.530577682606,-120.830588218833,2024-09-20,2024-12-04,False,,,,7404.0,8.4,462,139
24586 E Lone Tree Rd Escalon 2024 Dairy AR,1,46,47,Kool Haas #2,24544 Lone Tree Road Escalon 95320,37.827273005539,-121.007893961392,22339 River Rd Escalon 95320,Destination Address,Other,37.757052144854,-121.034235852321,,2024-07-24,False,,,,1173.0,,73,22
24586 E Lone Tree Rd Escalon 2024 Dairy AR,2,48,49,Kool Haas #2,24544 Lone Tree Road Escalar 95320 Zip Code,37.827273005539,-121.007893961392,22339 River Rd Escalon,Destination Address,Other,37.757052144854,-121.034235852321,,2024-10-15,False,,,,373.0,,23,7
25381 E Dodds Rd Escalon 2024 Dairy AR,1,36,37,FDB Dairy,25381 E Doods Rd Escalon 95320,37.85672590831,-121.00006560302,Edwards/Campbell Escala 95320,Destination Address,Other,37.8421939,-120.9797563,,2024-11-13,False,,,,935.0,,58,18
25381 E Dodds Rd Escalon 2024 Dairy AR,2,38,39,FDB Dairy,25381 E. Dodds Rd Escala 95320,37.85672590831,-121.00006560302,21768 Lone Tree Rd Escalon 95320,Destination Address,Other,37.827175356367,-121.043171128744,,2024-05-30,False,,,,148.0,,9,3
"25762 Turner Ave, Hilmar 2024 Dairy AR",1,43,44,6 D Dores Dairy,25762 Turner Avenue Hilmar CA 95324,37.37292192754,-120.955438921673,Third Avenue & Cemetery Road Merced County,Destination Address,Broker,37.328003685609,-120.923973340971,,2024-10-16,False,,,,1700.0,82.26,106,32
26135 W Malta Rd Gustine 2024 Dairy AR,1,48,49,Moonlight Ranch,12383 S Schultz Rd Chowchilla CA 93510,37.106716915549,-120.448097996622,12383 S Schultz Rd Chowchilla 93610,Destination Address,Other,37.106716915549,-120.448097996622,,,False,,,,2200.0,,137,41
26222 N Elliott Rd Galt 2024 Dairy AR,1,75,76,Toledo Dairy,26280 N. Elliot Rd. Galt 95632,38.22823450953,-121.171325845388,4343 S. Mckinley Ave. Stockton 95206,Destination Address,Other,37.900923363818,-121.272643749263,2024-03-01,2024-04-18,False,,10.0,72.0,720.0,56.1,72,0
26222 N Elliott Rd Galt 2024 Dairy AR,2,77,78,Toledo Dairy,26280 N. Elliot Rd. Galt 95632,38.22823450953,-121.171325845388,12686 Locke Rd. Lockeford 95237,Destination Address,Other,38.154103443098,-121.161336517502,2024-03-01,2024-09-18,False,,10.0,76.0,760.0,70.1,76,0
26230 S Union Rd Manteca 2024 Dairy AR,1,50,51,Machado Dairy,26234 S Union Rd Manteca CA 95337,37.719267992172,-121.231011003829,241-350-270-000,Destination Assessor Parcel Number,Other,37.728246,-121.255586,2024-09-21,2024-09-30,False,,10.0,939.0,3930.0,,939,0
26290 S Union Rd Manteca 2024 Dairy AR,1,101,102,Ray & Sue Quaresma Dairy,26290 S. Union Road Manteca CA 95337,37.716051772105,-121.231490113415,226-090-01,Destination Assessor Parcel Number,Other,33.956825,-117.412304,,2024-05-20,False,,10.0,100.0,1000.0,-25.9,100,0
26298 Groves Rd Farmington 2024 Dairy AR,1,26,27,Machado Dairy Farms #4,26298 Groves Road,35.302893965934,-119.125090525038,23844 Dodds Road Escalon CA 95320,Destination Address,Other,37.855305777795,-121.019677743791,,2024-10-15,False,,20.0,85.5,1650.0,-71.3,0,86
26298 Groves Rd Farmington 2024 Dairy AR,2,28,29,Machado Dairy Farms #4,26298 Groves Road,35.302893965934,-119.125090525038,23844 Dodds Road Escalon CA 95320,Destination Address,Other,37.855305777795,-121.019677743791,,2024-05-10,False,,20.0,53.0,1060.0,-59.9,0,53
26972 N Dustin Rd Acampo 2024 Dairy AR,1,28,29,Sited Oak Dairy,26972 N. Dustin Rd. Acampo 95220,38.232976984341,-121.222868990723,217 Saint Andrews Rd. Valley Springs 95252,Destination Address,Other,38.174339871935,-120.828969581439,,2024-09-07,False,,,,3.68,52.4,0,0
26972 N Dustin Rd Acampo 2024 Dairy AR,2,30,31,Sited Oak Dairy,26972 N. Dustin Rd. Acampo 95220,38.232976984341,-121.222868990723,12631 Pratton Ln. Galt 95632,Destination Address,Other,38.297458504465,-121.272362201136,,2024-09-01,False,,,,5.52,52.4,0,0
26972 N Dustin Rd Acampo 2024 Dairy AR,3,32,33,Sited Oak Dairy,26972 N. Dustin Rd. Acampo 95220,38.232976984341,-121.222868990723,12959 Herald Rd. Herald 95638,Destination Address,Other,38.286157603509,-121.24188987596,,2024-08-31,False,,,,5.52,52.4,0,0
27500 W Bunker Rd Gustine 2024 Dairy AR,1,67,68,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,37.173121291561,-120.978156477668,28366 W Husman Rd Gustine 95322 Field 18 Merced,Destination Address,Farmer,37.159527054596,-121.002388559749,,2024-04-30,False,,,,1475.0,32.2,92,28
27500 W Bunker Rd Gustine 2024 Dairy AR,2,69,70,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,37.173121291561,-120.978156477668,28366 W Husman Rd Gustine 95322 Field 23 Merced,Destination Address,Farmer,37.159527054596,-121.002388559749,,2024-05-10,False,,,,950.0,32.2,59,18
27500 W Bunker Rd Gustine 2024 Dairy AR,3,71,72,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,37.173121291561,-120.978156477668,28366 W Husman Rd Gustine 95322 Field 19 Merced,Destination Address,Farmer,37.159527054596,-121.002388559749,,2024-05-14,False,,,,1050.0,32.2,66,20
27500 W Bunker Rd Gustine 2024 Dairy AR,4,73,74,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,37.173121291561,-120.978156477668,28366 W Husman Rd Gustine 95322 Field 24 Merced,Destination Address,Farmer,37.159527054596,-121.002388559749,,2024-05-16,False,,,,1050.0,32.2,66,20
27500 W Bunker Rd Gustine 2024 Dairy AR,5,75,76,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,37.173121291561,-120.978156477668,28366 W Husman Rd Gustine 95322 Field 1 Merced,Destination Address,Farmer,37.159527054596,-121.002388559749,,2024-05-23,False,,,,250.0,32.2,16,5
27500 W Bunker Rd Gustine 2024 Dairy AR,6,77,78,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,37.173121291561,-120.978156477668,28366 W Husman Rd Gustine 95322 Field 18 Merced,Destination Address,Farmer,37.159527054596,-121.002388559749,,2024-09-13,False,,,,980.0,40.9,61,18
27500 W Bunker Rd Gustine 2024 Dairy AR,7,79,80,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,37.173121291561,-120.978156477668,28366 W Husman Rd Gustine 95322 Field 21 Merced,Destination Address,Farmer,37.159527054596,-121.002388559749,,2024-09-13,False,,,,500.0,29.9,31,9
27500 W Bunker Rd Gustine 2024 Dairy AR,8,81,82,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,37.173121291561,-120.978156477668,28366 W Husman Rd Gustine 95322 Field 20 Merced,Destination Address,Farmer,37.159527054596,-121.002388559749,,2024-09-23,False,,,,520.0,29.9,32,10
27500 W Bunker Rd Gustine 2024 Dairy AR,9,83,84,Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,37.173121291561,-120.978156477668,28366 W Husman Rd Gustine 95322 Field 23 Merced,Destination Address,Farmer,37.159527054596,-121.002388559749,,2024-09-23,False,,,,520.0,29.9,32,10
27890 W Brazo Rd Newman 2024 Dairy AR,1,43,44,John Silveira Dairy,27890 W Brazo Rd Newman Merced 95360,37.30379925584,-120.995649890005,Gustine 95322 Fentem Road Hwy 33 Bizzini Merced,Destination Address,Farmer,37.2601312,-121.0125854,,2024-05-01,False,,,,3900.0,44.1,244,73
27890 W Brazo Rd Newman 2024 Dairy AR,2,45,46,John Silveira Dairy,27890 W Brazo Rd Newman Merced 95360,37.30379925584,-120.995649890005,Gustine 95322 Fentem Road Merced,Destination Address,Farmer,37.260058869619,-121.021710101709,,2024-05-08,False,,,,931.0,44.1,58,17
27890 W Brazo Rd Newman 2024 Dairy AR,3,47,48,John Silveira Dairy,27890 W Brazo Rd Newman Merced 95360,37.30379925584,-120.995649890005,Gustine 95322 Fentem Road Hwy 33 Bizzini Merced,Destination Address,Farmer,37.2601312,-121.0125854,,2024-10-01,False,,,,2070.0,924.0,129,39
28470 W Cottonwood Rd Gustine 2024 Dairy AR,1,52,53,5N Cattle,28470 W Cottonwood Rd Gustine Merced 95322,37.189342364291,-121.003402686214,900 Meredith Ave Gustine 95322 Merced,Destination Address,Composting Facility,37.24919296673,-121.003727736419,,2024-10-08,False,,,,1216.0,47.7,76,23
28524 S Kasson Rd Tracy 2024 Dairy AR,1,95,96,Douma Dairy,28524 Kasson Rd Tracy CA 95376,37.696077277742,-121.29352944032,Po Box 479 Linden CA 95236,Destination Address,Composting Facility,,,2024-01-01,2024-12-31,False,,,,413.0,,26,8
29191 W Husman Rd Gustine 2024 Dairy AR,1,40,41,Luis C Nunes & Sons Dairy #1,29191 Husman Rd Gustine Merced 95322,37.158455344456,-121.017183959958,Gustine 95322 Hwy 33 Merced,Destination Address,Farmer,37.253364944886,-120.999069769856,,2024-05-10,False,,,,2652.0,58.0,166,50
29191 W Husman Rd Gustine 2024 Dairy AR,2,42,43,Luis C Nunes & Sons Dairy #1,29191 Husman Rd Gustine Merced 95322,37.158455344456,-121.017183959958,Gustine 95322 Hwy 33 Merced,Destination Address,Farmer,37.253364944886,-120.999069769856,,2024-10-30,False,,,,608.0,31.0,38,11
29744 Cottonwood Rd Gustine 2024 Dairy AR,2,48,49,Manuel Mendes Dairy,29744 Cottonwood Rd Gustine 95322,37.18974067233,-121.026112866134,900 Meredith Ave. Gustine 95322,Destination Address,Other,37.24919296673,-121.003727736419,,2024-11-17,False,,10.0,40.0,400.0,62.6,40,0
29770 E Hwy 4 Farmington 2024 Dairy AR,1,29,29,River Oak Dairy,29770 E. Hwy 4 Farmington CA 95230,37.92372867834,-120.94718056775,14303 S. Campbell Road Escalon CA,Destination Address,Other,37.834329520275,-120.980995092998,,2024-08-22,False,,10.0,380.0,3800.0,-27.4,380,0
2024AR_4 Corners Dairy_14976 Ave 168_Tulare,1,52,53,De Boer Dairy,14976 Avenue 168 Tulare 93274,36.095113026023,-119.237022706884,,,Other,,,,2024-01-15,False,,,,2021.63,79.8,126,38
2024AR_4 Corners Dairy_14976 Ave 168_Tulare,2,55,56,De Boer Dairy,14976 Avenue 168 Tulare 93274,36.095113026023,-119.237022706884,Fields 1 2 3 4,Destination Address,Other,33.70298466352,-117.765293865355,,2024-09-30,False,,,,7700.0,53.9,481,145
2024AR_Alta Sierra Dairy_7901 Ave 368_Tulare,1,71,72,Alta Sierra Dairy,7901 Ave 368 Dinuba CA 93618,36.458569913165,-119.400563548297,10071 6th Ave Hanford 93230,Destination Contact Address,Other,36.327387507226,-119.56385859268,2024-01-01,2024-12-31,False,,,,3140.0,,196,59
2024AR_Avenue 128 Dairy_13002 Ave 128_Tulare,1,50,50,Hettinga Farms-Ave 120 Dairy,Hettinga Farms Ave 120 CA,36.0097427,-119.2728729,7559 Ave. 152 Tipton 93272,Destination Address,Other,36.065202036903,-119.402698566859,2024-08-13,2024-11-23,False,,,,13075.0,,816,246
2024AR_Borba & Sons_13511 Rd 120_Tulare,1,50,50,Borba & Sons,13511 Road 120 Tipton 93272,36.033332593706,-119.303787071559,300-020-030,Destination Assessor Parcel Number,Other,36.030762,-119.305676,2024-06-01,2024-07-01,False,,,,2700.0,,169,51
2024AR_Chris & John Jongsma Dairy_15759 Ave 128_Tulare,1,34,35,Jongsma Dairy,15759 Avenue 128 Tipton CA 93272,36.018916497016,-119.227883582575,11188 Road 192 Porterville CA 93257,Destination Contact Address,Farmer,35.992965915237,-119.140424374091,,2024-05-26,False,,,,1700.0,74.9,106,32
